refs,hyps,original_bleu1,original_bleu2,original_bleu3,original_bleu4,reordered_bleu1,reordered_bleu2,reordered_bleu3,reordered_bleu4,original_rouge,reordered_rouge,original_bert,reordered_bert,original_bleurt,reordered_bleurt
"风顺利交给你,应该顺利,但禁不起岁月的洗涤。","风顺利交给你,应该顺利,但禁不起岁月的洗涤。",66.18726769384463,40.8516685199919,29.062112480751335,0.0,36.21379408606643,23.44259672207491,12.984524455937343,0.0,70.10475423042197,27.994461112365705,92.66390800476074,73.65576028823853,0.7891693711280823,0.2273814082145691
"风寒期的娃娃应该顺其顺利,但禁不起大风的阻拦。","风寒期的娃娃应该顺其顺利,但禁不起大风的阻拦。",28.57142857142857,0.0,0.0,0.0,38.48158974599514,23.726803630235334,16.27892702416855,0.0,28.571428571378572,30.786365368241427,72.51540422439575,72.87124395370483,0.26419365406036377,0.35656940937042236
"说起应该相信的行为,应该禁止,而应该改变的行为,这才是我们学校老师应该遵守的纪律。","说起应该相信的行为,应该禁止,而应该改变的行为,这才是我们学校老师应该遵守的纪律。",16.666666666666668,0.0,0.0,0.0,34.146341463414636,20.659846763533434,14.862901965132547,11.465402610048532,18.571428571359508,32.28907121478504,72.27896451950073,73.91612529754639,0.47466546297073364,0.5983404517173767
学习队没有禁止、不许有禁止、不许有纪律的活动。,学习队没有禁止、不许有禁止、不许有纪律的活动。,47.368421052631575,39.735970711951325,30.316565239292984,20.42819529610957,30.529173331554162,15.607653920391186,0.0,0.0,50.68918302138757,20.25686716198453,79.67222929000854,71.45628929138184,0.435840904712677,0.3559735417366028
学习队没有禁止、不记录任何活动。,学习队没有禁止、不记录任何活动。,45.45454545454545,30.15113445777636,21.616643908267584,0.0,27.435586085499068,11.567858796240015,0.0,0.0,45.454545454495445,20.87295051281939,80.34471869468689,73.55595231056213,0.7120193839073181,0.30230987071990967
禁止在公共场所抽烟。,禁止在公共场所抽烟。,31.460935049288132,17.277390606799415,11.445765832396242,0.0,90.0,83.66600265340755,75.91472429689156,70.71067811865478,28.95984463354106,89.99999999994999,82.02288150787354,98.77633452415466,0.5260024070739746,0.8219756484031677
禁止在公共场所抽烟。,禁止在公共场所抽烟。,26.66666666666667,19.51800145897067,14.310092685025484,0.0,90.0,83.66600265340755,75.91472429689156,70.71067811865478,27.520836737972665,89.99999999994999,74.59182143211365,98.77633452415466,0.4549911618232727,0.8219756484031677
我们不能拒绝别人的好批评。,我们不能拒绝别人的好批评。,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,85.47333033621375,77.04461880297264,66.9286358056318,53.720182132843064,99.99999999994999,88.64602307221037,99.99999403953552,95.94523310661316,1.0014368295669556,0.8476006984710693
"外边的人好心批评我们,我们不能拒绝。","外边的人好心批评我们,我们不能拒绝。",10.916410041039759,0.0,0.0,0.0,61.1111111111111,46.44203640128239,37.77932312319135,32.22538601891171,11.92570869987219,41.73998044959348,69.00002956390381,80.20533323287964,0.4174814224243164,0.7077457904815674
"正确,他爱上一个人,不会拒绝一个人。","正确,他爱上一个人,不会拒绝一个人。",69.23076923076921,58.834840541455215,50.11627948853365,44.08231875586728,38.888888888888886,30.249507099101,22.531090186798014,16.61742929957894,69.23076923071922,33.333333333283335,82.34025239944458,78.96701097488403,0.5671554207801819,0.4475886821746826
"雨马上就要来了,防洪工作就要开始了。","雨马上就要来了,防洪工作就要开始了。",56.24999999999999,43.30127018922193,29.92042402942877,21.305413619585096,55.55555555555555,40.42260417272215,31.290796390969792,21.258844131063825,56.24999999994999,41.73998044959348,84.0405523777008,77.76498794555664,0.6818984746932983,0.7825474143028259
"雨马上就要来了,防洪工作就要开始了。","雨马上就要来了,防洪工作就要开始了。",23.884377019126312,0.0,0.0,0.0,55.55555555555555,44.28074427700476,36.59793747600114,28.43329181530769,27.47252747250878,52.57856567278418,78.60280275344849,79.92761135101318,0.8263768553733826,0.7704523801803589
"大学毕业后,他参军了,开始了什么学习、做什么旅游?","大学毕业后,他参军了,开始了什么学习、做什么旅游?",66.66666666666669,55.470019622522905,44.16635478536996,34.61631665891904,43.99999999999999,27.080128015453194,18.543905064265896,0.0,64.10531683614703,39.805191778837596,84.36076045036316,75.40011405944824,0.6298196315765381,0.508740246295929
"大学毕业后,他参了军,开始了出国旅游的生涯。","大学毕业后,他参了军,开始了出国旅游的生涯。",43.74999999999999,29.580398915498076,18.420157493201934,0.0,68.18181818181817,50.96471914376256,37.312678152339764,0.0,43.74999999995,63.737864077604556,83.91677141189575,87.60440945625305,0.6356192827224731,0.6846558451652527
"他们已经离婚了,但这对夫妻已经准备破镜重圆了。","他们已经离婚了,但这对夫妻已经准备破镜重圆了。",63.33861926251719,50.469419878866006,38.623864841264314,29.377167835760567,30.434782608695656,20.37203384166269,12.549213105967127,0.0,66.36636636632652,31.08042954191375,87.60111331939697,78.07497978210449,0.7550827860832214,0.4317518472671509
"这对夫妻已经离婚了,但这对感情已经放荡不羁了,这对夫妻可以破镜重圆了。","这对夫妻已经离婚了,但这对感情已经放荡不羁了,这对夫妻可以破镜重圆了。",80.53415603309686,69.5163277396321,58.93407892484591,48.98448862114775,19.999999999999996,10.846522890932807,0.0,0.0,74.62779156323612,22.351138762706775,93.26954483985901,72.18425273895264,0.719115138053894,0.38727515935897827
"人类不会互相理解,不会互相尊重,他们会学会互相尊重。","人类不会互相理解,不会互相尊重,他们会学会互相尊重。",61.07097367830395,53.18203081300615,46.733515317882976,42.43076721113252,47.97818182206842,36.986346269860285,27.286022743488378,19.918333152171694,60.78182107100406,50.60884070054552,80.26453256607056,82.70434737205505,0.4791969060897827,0.5937471985816956
"假如人们互相理解,就会懂得什么叫做互相尊重。","假如人们互相理解,就会懂得什么叫做互相尊重。",56.43211499270762,29.47071089565879,0.0,0.0,42.9868937150713,29.891086799663547,18.662347325428655,12.560014728217103,45.617173524117035,45.380597653888856,82.58302211761475,81.24139308929443,0.7080582976341248,0.7235177755355835
"宽容可以让我们互相理解,互相爱护,互相尊重。","宽容可以让我们互相理解,互相爱护,互相尊重。",23.80952380952381,15.430334996209194,0.0,0.0,63.63636363636361,46.056618647183825,27.68182380588133,18.279218525119116,25.751375758365096,40.90909090904091,76.29712224006653,86.22894883155823,0.49055761098861694,0.7707981467247009
"这条路可以让我们互相理解,互相爱,互相尊重。","这条路可以让我们互相理解,互相爱,互相尊重。",61.1111111111111,53.62664443598957,47.59896445368891,43.54294657746997,31.818181818181817,21.320071635561042,13.147679471646478,0.0,64.26269137786073,33.18318318312459,85.64649224281311,84.8425567150116,0.43845903873443604,0.6844022274017334
"你们已经离婚了,现在还能联系吗?","你们已经离婚了,现在还能联系吗?",33.333333333333336,0.0,0.0,0.0,30.06890594710503,23.475398005809915,17.555875237349483,13.005166558267778,35.77712609964235,35.13293543134628,70.81350684165955,74.19052124023438,0.6988848447799683,0.6549403667449951
写作文上必须有十分密切的联系。,写作文上必须有十分密切的联系。,27.272727272727277,11.396057645963799,0.0,0.0,43.65699263480884,38.19191273561606,31.57833676162628,22.259140257975265,28.44272844266985,45.06759469946152,76.89290046691895,74.59801435470581,0.5121685862541199,0.6801592707633972
"做文档时,要保持下面的联系。","做文档时,要保持下面的联系。",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,34.98362686875651,23.766694364746083,18.745356891893348,14.306909193989338,99.99999999994999,34.80162449232923,100.0,73.759925365448,0.9527773261070251,0.5439026355743408
"他喜欢看书,从滴水摸鱼到滴水,从晚期流行起来。","他喜欢看书,从滴水摸鱼到滴水,从晚期流行起来。",78.35055280819599,69.5459380028764,62.51222329149687,57.991506770919095,30.434782608695656,11.761799222424118,0.0,0.0,81.25885448285601,27.639212574936938,93.251633644104,74.73744750022888,0.6937987208366394,0.22172175347805023
"他喜欢看书,从古到现代,文凭是十分流行的。","他喜欢看书,从古到现代,文凭是十分流行的。",9.942659075715216,0.0,0.0,0.0,38.09523809523809,19.51800145897067,0.0,0.0,10.4684788894928,34.10578761364096,72.08980321884155,75.07559657096863,0.5898697376251221,0.5240524411201477
"为了学校周围的空气质量,我特地取了一条不流行的新闻。","为了学校周围的空气质量,我特地取了一条不流行的新闻。",92.00444146293236,87.72279297934199,82.73854775325815,76.7733168433653,26.923076923076923,10.377490433255417,0.0,0.0,95.69426751588205,25.632262474298496,94.06973719596863,71.6698706150055,0.7926496267318726,0.30141764879226685
"为了学校环境好,我随身携带了不流行的新闻。","为了学校环境好,我随身携带了不流行的新闻。",90.90909090909088,85.28028654224414,78.56009758726493,70.16879391277372,33.333333333333336,12.909944487358057,0.0,0.0,90.9090909090409,29.233532240255876,96.58164978027344,70.66356539726257,0.8222200870513916,0.30001384019851685
"听说自己被录取了,他心里很高兴。","听说自己被录取了,他心里很高兴。",74.99999999999997,63.245553203367585,55.5513224287824,50.67309892897293,45.725976809165125,29.868082979411053,24.093337482376885,19.91888973122615,74.99999999994999,41.745901025659094,86.58687472343445,80.91893196105957,0.6315721273422241,0.8002806305885315
"把自己择优录取通知书交给了老师,心里高兴极了。","把自己择优录取通知书交给了老师,心里高兴极了。",90.90909090909088,85.28028654224414,78.56009758726493,70.16879391277372,27.900081148601764,18.675388769889082,0.0,0.0,90.9090909090409,29.065918249814914,97.10006713867188,71.1215078830719,0.7962015271186829,0.634790301322937
"哥哥接到清华大学的录取通知书,高兴不已。","哥哥接到清华大学的录取通知书,高兴不已。",30.326532985631665,0.0,0.0,0.0,46.92240322249477,38.598966947851274,32.16899094773964,26.918533623231834,37.1428571428493,51.38888888887499,80.73759078979492,83.12599658966064,0.4280964732170105,0.7698500156402588
"哥哥接到清华大学的录取通知书,心里很高兴。","哥哥接到清华大学的录取通知书,心里很高兴。",71.42857142857146,48.795003647426675,36.24601243342974,0.0,45.407889986914284,37.117494131986135,31.558077899928758,25.958797948707513,57.14285714280714,48.460038986319226,80.65609931945801,80.07439374923706,0.7117519378662109,0.6991449594497681
"犯罪分子趁人带财逃跑,没有计划成功。","犯罪分子趁人带财逃跑,没有计划成功。",72.7272727272727,60.3022689155527,43.233287816535174,0.0,44.44444444444444,32.338083338177725,23.556613421026437,17.18152967132724,78.44660194168223,28.524895300084204,88.87308239936829,75.47211647033691,0.7833080887794495,0.7051395177841187
"罪犯趁机逃跑,计划没有成功。","罪犯趁机逃跑,计划没有成功。",49.99999999999999,40.82482904638629,34.66806371753173,27.77619034011791,39.90269055874383,16.905144867600672,0.0,0.0,52.34239444759824,34.40104592249361,79.69982624053955,80.97267150878906,0.7236624360084534,0.7763084173202515
"你知道吗,一个小时的上班时间没有一个小时,他好吗?","你知道吗,一个小时的上班时间没有一个小时,他好吗?",57.89473684210525,47.44957310981936,37.5570866689132,28.52636439147137,36.0,21.213203435596427,12.507242180067482,0.0,61.953445915043446,34.2682632804954,84.05616283416748,73.23400974273682,0.3931625187397003,0.15500621497631073
他知道明天的工作机器没有一个小时没有一个小时。,他知道明天的工作机器没有一个小时没有一个小时。,33.333333333333336,19.611613513818398,11.544156732643193,0.0,56.52173913043478,32.057261021330625,16.97766046935716,0.0,24.640192901746765,40.7410864289132,74.97621774673462,79.05727028846741,0.4619298577308655,0.15259969234466553
"妈妈出差回家做这项工作,他没时间休息。","妈妈出差回家做这项工作,他没时间休息。",73.01257341294418,67.44612626270498,63.25149411058876,59.01281683318052,57.89473684210525,31.063037209869776,0.0,0.0,81.34920634918082,47.368421052581574,92.9410994052887,80.40322661399841,0.7425431609153748,0.6642290353775024
"妈妈回房间出差,这工作她没时间休息。","妈妈回房间出差,这工作她没时间休息。",45.45454545454545,36.92744729379982,24.744880157997635,0.0,52.55330382815363,29.61913989057118,0.0,0.0,45.454545454495445,37.78268063977912,83.25008749961853,76.93911790847778,0.5642375349998474,0.5832749009132385
"他喜欢模仿明星的歌曲,还模仿他们唱歌。","他喜欢模仿明星的歌曲,还模仿他们唱歌。",19.999999999999996,0.0,0.0,0.0,52.63157894736842,34.199278402838466,23.96284175883941,17.12473044894657,19.999999999950003,43.18020644545744,74.30229187011719,85.00112295150757,0.5406215786933899,0.5714855790138245
"他喜欢模仿著名歌曲,再模仿明星。","他喜欢模仿著名歌曲,再模仿明星。",90.90909090909088,85.28028654224414,82.70230439802374,80.70557274927978,44.12484512922977,27.907002402110564,21.413147559223564,16.067667710982956,90.9090909090409,40.894439967730605,98.78705143928528,82.7471375465393,0.7858079075813293,0.5093657970428467
小孩子喜欢模仿大人的行为。,小孩子喜欢模仿大人的行为。,83.00915602566019,82.59306741035519,82.11410885863806,81.55395405382076,72.54956239049889,64.39683176833506,57.883885707323756,50.78431769269645,86.62961752202527,77.78176597268627,95.00563144683838,92.90105104446411,0.8287153840065002,0.8538263440132141
小孩子喜欢模仿成年人的行为。,小孩子喜欢模仿成年人的行为。,59.999999999999986,50.70925528371098,42.93027805507643,33.88714363186177,66.5044842645731,48.80094969999436,38.12927146088345,26.172213267606296,63.63962670489127,48.16146429150816,85.36806106567383,84.55379605293274,0.6663855910301208,0.7823496460914612
"学习不努力,比赛的水平会下降。","学习不努力,比赛的水平会下降。",59.09090909090908,44.381268229929724,34.025914324743205,25.376192011638008,40.841421555337554,27.675410355849262,17.276122903129647,0.0,58.834951456245335,31.00868725865076,88.2509708404541,77.12039351463318,0.6934925317764282,0.6335303783416748
"学习不努力,比弱势群体更弱。","学习不努力,比弱势群体更弱。",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,40.35588735026946,22.385418632037712,0.0,0.0,99.99999999994999,38.00444038132166,100.0,76.09531879425049,0.9467209577560425,0.5329210162162781
"哥哥受到了经理的赏识,成为了经理的助理,对他来说很重要。","哥哥受到了经理的赏识,成为了经理的助理,对他来说很重要。",33.80065871308584,23.384400828851977,16.859213520829393,0.0,35.71428571428571,19.920476822239888,11.513535483428976,0.0,43.75964053383281,35.321821036038365,76.0647714138031,76.49847865104675,0.45395833253860474,0.5840538740158081
"哥哥哥哥接受经济班长的帮助,受到了班长的影响。","哥哥哥哥接受经济班长的帮助,受到了班长的影响。",16.13480348593598,0.0,0.0,0.0,30.434782608695656,11.761799222424118,0.0,0.0,20.31063321385475,18.95660870041617,76.12583041191101,75.08537769317627,0.3909981846809387,0.318859338760376
你们这项目是你们努力的结果。,你们这项目是你们努力的结果。,45.40461689683223,29.425554861891772,16.31817840978898,0.0,37.22508900177462,19.31515024964987,0.0,0.0,32.522979556939106,44.37825763215476,75.42899250984192,79.57232594490051,0.3800554871559143,0.5350470542907715
这项项目是大家的努力的结果。,这项项目是大家的努力的结果。,64.41233940645306,28.403171905560104,0.0,0.0,46.531361252218275,30.539934068631744,17.171553181284605,0.0,48.50746268654467,55.472822040196455,85.8873188495636,80.82510828971863,0.5823796391487122,0.6973761916160583
"由于配合默契,我终于获得了乒乓球冠军。","由于配合默契,我终于获得了乒乓球冠军。",90.0,89.44271909999159,88.79040017426006,88.01117367933934,47.3354512027196,40.464730070070765,34.194070128931465,26.835680277524183,94.21631000572432,42.43912420706391,98.52739572525024,79.91213202476501,0.912156879901886,0.5365074872970581
"由于配合得天衣无缝,我成为了乒乓球冠军。","由于配合得天衣无缝,我成为了乒乓球冠军。",77.77777777777777,69.72166887783968,59.281555074834415,43.167001068522545,40.745002137494495,33.3476488476206,26.355819647972105,16.806337426814576,81.78887993547556,33.656553018433485,95.80303430557251,73.31607937812805,0.681448221206665,0.3756483793258667
"我班的干部心胸开阔,互相配合。","我班的干部心胸开阔,互相配合。",46.632887897647514,16.054079841168555,0.0,0.0,56.16807814674091,42.938854913903356,35.156197704123315,27.290446769229238,28.160657234108427,57.26011334764054,77.91693806648254,84.71810221672058,0.43255531787872314,0.767545223236084
"我班的干部心里也一样,互相配合。","我班的干部心里也一样,互相配合。",90.90909090909088,85.28028654224414,82.70230439802374,80.70557274927978,56.99575187490254,43.4746537269151,35.50787381112593,27.488915599519622,90.9090909090409,56.32131446824808,95.60820460319519,83.37018489837646,0.8064404129981995,0.6713843941688538
"生活中,父母配得我们一家五口之福气。","生活中,父母配得我们一家五口之福气。",26.66666666666667,0.0,0.0,0.0,25.523656890884812,14.385180548155438,8.407018791463573,0.0,28.284278535472772,34.92227979274919,74.18288588523865,77.2773802280426,0.5763380527496338,0.4708116054534912
"生活中,父母和睦配合,我们一家有福气。","生活中,父母和睦配合,我们一家有福气。",51.85727544772027,35.78491978780161,22.803801652959717,0.0,29.207220418241747,18.095243399009643,9.904754000377652,0.0,58.89896778227458,38.446009034244554,84.77250337600708,79.0673017501831,0.44127577543258667,0.6419287323951721
不要低年级同学欺负低年级同学。,不要低年级同学欺负低年级同学。,55.156056411537236,36.02778518198154,20.15054334497523,0.0,75.84835431705548,57.610960759044325,40.621947051455784,31.445337221251133,58.42062852534542,68.21911196907547,86.6607666015625,89.2287015914917,0.7187913060188293,0.6903353333473206
"学校的同学都很高大,不要欺负小同学。","学校的同学都很高大,不要欺负小同学。",74.99999999999997,63.245553203367585,52.275795857471,38.50322886878711,55.55555555555555,40.42260417272215,31.290796390969792,21.258844131063825,79.29824561397368,46.73650282024591,85.72070598602295,81.76939487457275,0.6851268410682678,0.5429653525352478
"申请报告写得太深,容易让报告的负责人或者监护人签字。","申请报告写得太深,容易让报告的负责人或者监护人签字。",52.31761834753929,48.55244163884743,46.363367152450444,44.4492897203408,38.46153846153847,24.806946917841696,17.24467959222235,12.219667481477892,53.59480910719102,40.513734323981986,84.45301651954651,79.95485067367554,0.6873388290405273,0.4461466670036316
"申请内容简单,需要有对方签字或加盖单位印章。","申请内容简单,需要有对方签字或加盖单位印章。",26.66666666666667,0.0,0.0,0.0,31.728192467979046,16.237420163766004,0.0,0.0,28.92416225742925,25.32638069497389,79.00031208992004,76.63556337356567,0.4577503800392151,0.6086166501045227
"他把文章带到同学家里,给爸爸签字。","他把文章带到同学家里,给爸爸签字。",35.71428571428571,23.440361546924777,0.0,0.0,47.058823529411775,34.29971702850177,25.032637112775845,18.295654224495205,39.87906708890352,47.05882352936177,82.52682685852051,84.14258360862732,0.7379801869392395,0.47142672538757324
"他把文章带回家,让爸爸签字。","他把文章带回家,让爸爸签字。",31.57894736842106,13.245323570650438,0.0,0.0,55.72786498394024,43.10508383136755,29.94248837572232,0.0,35.31135531128963,59.47368421049075,77.99098491668701,87.04838156700134,0.5518156886100769,0.5902923345565796
"我虽然一直在努力强调自己养育成人,但并没有做到预防。","我虽然一直在努力强调自己养育成人,但并没有做到预防。",90.0,83.66600265340755,75.91472429689156,65.80370064762461,38.46153846153847,21.483446221182984,12.43556586598581,0.0,89.99999999994999,33.65655301838707,98.63482713699341,78.44066023826599,0.8458954095840454,0.47885143756866455
"我虽然总是强调自己要努力养育成自己,但也不能避免别人的帮助。","我虽然总是强调自己要努力养育成自己,但也不能避免别人的帮助。",46.66666666666667,31.62277660168379,24.871131731971634,18.92240568795936,30.000000000000004,17.616606585441104,10.34893104859132,0.0,51.999999999930935,33.518414601662435,76.87906622886658,78.0511200428009,0.6878132224082947,0.6959465146064758
"强调市场经济,强调运行稳定。","强调市场经济,强调运行稳定。",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,32.26960697187197,26.47439390392451,21.468807832080987,15.012938528032256,99.99999999994999,25.388291517319505,100.0,75.41393637657166,0.9682979583740234,0.5054463744163513
强大的环境、强大的市场和强大的运转组织。,强大的环境、强大的市场和强大的运转组织。,26.31578947368421,0.0,0.0,0.0,45.24187090179797,20.758394029226395,0.0,0.0,28.630056673765452,37.923637923598086,74.97954368591309,71.69857025146484,0.5294160842895508,0.5588693022727966
"他们俩在一起工作,应该互相支持、互相支持,并取消同伙的祝福。","他们俩在一起工作,应该互相支持、互相支持,并取消同伙的祝福。",85.00000000000001,76.26132357679228,70.83419331601236,65.86134739641669,40.53863601803677,32.344770790293545,25.9510970065006,20.645144269564863,79.99999999995,41.84848079235404,91.57212376594543,77.75722146034241,0.5692777037620544,0.3781673312187195
"他们俩在一起工作,应该互相支持,不要互相否定。","他们俩在一起工作,应该互相支持,不要互相否定。",41.52547563801129,30.79611696025472,20.018666931862025,0.0,38.218549230055295,30.654913303929476,24.732604819894995,19.79200895452723,46.6748466257433,44.92934238342825,77.17639803886414,78.8614809513092,0.572617769241333,0.5675421953201294
"父母决定看你的孩子生病,公司可以准许你请假。","父母决定看你的孩子生病,公司可以准许你请假。",88.8888888888889,81.6496580927726,72.49202486685948,66.06328636027612,49.60026197892842,34.68079575670512,16.355148863721585,0.0,93.4730056405521,45.380597653888856,98.05521965026855,83.74298810958862,0.840832531452179,0.49691617488861084
"父母应该看看孩子生病了,公司可以准许你请假。","父母应该看看孩子生病了,公司可以准许你请假。",35.29411764705882,25.332019855244937,12.610429748420032,0.0,52.90694611085698,42.810903716885605,32.182620006578475,22.477033597521054,35.66604161729181,45.380597653888856,78.08535099029541,85.56005954742432,0.5261527895927429,0.603355884552002
"他青年人缺少灵活性,让他感到孤单。","他青年人缺少灵活性,让他感到孤单。",30.769230769230774,22.645540682891916,0.0,0.0,30.684245406437434,11.954485699773544,0.0,0.0,31.898089171917164,29.805282436839587,77.81895995140076,75.9641170501709,0.5428556799888611,0.621500551700592
"请假的人缺少灵感,往往会感到孤单。","请假的人缺少灵感,往往会感到孤单。",49.99999999999999,40.82482904638629,32.931687800417464,27.22589423069701,26.300781776946366,11.067703143293885,0.0,0.0,52.86549707596199,19.870188291219122,87.19757199287415,73.28434586524963,0.6721363663673401,0.33412402868270874
"当我们在玩朋友时,相识相识,相识相识,相识相识,相识相识,相识相识,相识相识,相识相识。","当我们在玩朋友时,相识相识,相识相识,相识相识,相识相识,相识相识,相识相识,相识相识。",57.50277591433272,33.913287060583684,21.26760700997402,14.328025462034935,20.454545454545453,9.753841331435327,0.0,0.0,39.872611464926614,17.78919965282615,81.26196265220642,70.1321542263031,0.599589467048645,0.39932310581207275
人生最困难的是认识自己。,人生最困难的是认识自己。,71.22777528017816,57.42566831466844,43.669458430507284,35.24025452531097,84.64817248906144,72.1882040514447,64.20474179433408,56.173837665598214,73.87168589350162,53.22003577814209,90.5615508556366,86.68761849403381,0.6526969075202942,0.8654536008834839
人生最困难的是认识自己。,人生最困难的是认识自己。,39.091215120066174,18.86142958060863,11.934187395350545,0.0,84.64817248906144,72.1882040514447,64.20474179433408,56.173837665598214,35.52049090506089,53.22003577814209,78.90201210975647,86.68761849403381,0.4086308479309082,0.8654536008834839
正确认识自己是最重要的事情。,正确认识自己是最重要的事情。,80.07374029168083,74.90212546224643,68.46208492960541,59.86908497649472,41.311916204882706,31.662628400499088,25.99727258368315,20.244536640933237,88.252427184438,53.48400509690705,95.10199427604675,83.03217887878418,0.8584024310112,0.6831891536712646
"环境不好,环境好,认识自己才是最重要的事情。","环境不好,环境好,认识自己才是最重要的事情。",64.62728399214893,48.79833908611089,37.62689507936485,31.247663570071495,47.77815181341421,36.11688794302392,29.212585305651984,24.764766875680824,62.81087333715041,48.840674994475755,86.0798716545105,80.02051711082458,0.6053146719932556,0.626966655254364
我们成功时要从失败中吸取教训。,我们成功时要从失败中吸取教训。,33.333333333333336,0.0,0.0,0.0,41.93736998427402,38.47823365610927,34.46517077295737,32.18515671812472,27.857142857073796,57.92349726776319,76.77172422409058,86.95591688156128,0.3411265015602112,0.6681123971939087
"我们从成功中吸取教训,从失败中吸取教训。","我们从成功中吸取教训,从失败中吸取教训。",48.40441045780793,42.688677476684624,39.524779750061526,36.337289265247364,58.410058730355345,53.600745956188355,48.18509103222167,43.52145311757056,60.931899641572784,65.07936507933955,89.2225980758667,86.8071436882019,0.7366577982902527,0.7066748142242432
"作为老师,最大的失败就是学生上课看他乏味。","作为老师,最大的失败就是学生上课看他乏味。",92.30769230769226,87.70580193070288,82.39824906342801,76.11606003349888,51.168336614833805,29.084008852475755,0.0,0.0,92.30769230764233,47.11886201073816,96.62047624588013,79.67239618301392,0.7627214193344116,0.49311745166778564
"失败了几次,再多的失败也使他灰心丧气。","失败了几次,再多的失败也使他灰心丧气。",16.666666666666668,0.0,0.0,0.0,20.72701754118443,12.294666012136208,0.0,0.0,12.126865671574393,20.53349408483414,70.90338468551636,70.41651606559753,0.2756388187408447,0.5065385103225708
"经过多次失败,他终于被录取了,大家都在为他呐喊助威。","经过多次失败,他终于被录取了,大家都在为他呐喊助威。",51.5466959093229,31.815311433143144,22.633595957718388,0.0,39.175276404097986,24.091419616203417,0.0,0.0,50.1899077590728,40.629427241406916,78.75972390174866,78.41071486473083,0.6050158143043518,0.4695301055908203
