refs,hyps,same_indices,random_indices,same_index_bleu1,different_index_bleu1,same_index_bleu2,different_index_bleu2,same_index_bleu3,different_index_bleu3,same_index_bleu4,different_index_bleu4,same_index_rouge,different_index_rouge,same_index_bert,different_index_bert,same_index_bleurt,different_index_bleurt
顺风行船本应该一帆风顺，可风太大了船也禁不起这份折腾。,"{'风顺利交给你,应该顺利,但禁不起岁月的洗涤。', 'S001996_P0004_T00'}","(10, 10)","[350, 348]",32.592414677459786,8.695652173913045,22.239599973166186,0.0,12.53642052635969,0.0,0.0,0.0,31.993669842707607,9.702740959910617,73.86154532432556,62.394070625305176,0.26241692900657654,0.21491464972496033
顺风行船本应该一帆风顺，可风太大了船也禁不起这份折腾。,"{'风寒期的娃娃应该顺其顺利,但禁不起大风的阻拦。', 'S001996_P0005_T00'}","(11, 11)","[437, 866]",40.1916072671299,5.971094254781576,21.46111275982384,0.0,12.260793208675585,0.0,0.0,0.0,31.598116169512213,6.868131868113174,73.76434803009033,67.12014675140381,0.47746527194976807,0.13930684328079224
言必信，行必果，令行禁止，是我们这所学校师生言行的基本准则。,"{'S002001_P0007_T00', '说起应该相信的行为,应该禁止,而应该改变的行为,这才是我们学校老师应该遵守的纪律。'}","(12, 12)","[270, 1125]",34.146341463414636,17.647058823529417,18.47872870719592,0.0,9.56664938117975,0.0,0.0,0.0,32.28907121478504,19.698910954447662,74.16768074035645,70.02354860305786,0.5994431972503662,0.30736619234085083
军队没有严明的纪律和令行禁止的作风是不行的。,"{'学习队没有禁止、不许有禁止、不许有纪律的活动。', 'S002004_P0000_T00'}","(13, 13)","[1117, 705]",43.478260869565226,13.959408375665477,28.116077855776666,0.0,15.555956734607557,0.0,0.0,0.0,35.520490905052036,16.64184661205051,76.87179446220398,65.89942574501038,0.4512467384338379,0.2580093741416931
军队没有严明的纪律和令行禁止的作风是不行的。,"{'学习队没有禁止、不记录任何活动。', 'S002004_P0005_T00'}","(14, 14)","[996, 281]",30.06890594710503,9.697125947641844,20.33029103698193,0.0,12.65997675871888,0.0,0.0,0.0,35.13293543134628,11.704946996456417,76.20485424995422,70.00101804733276,0.4097721576690674,0.31533175706863403
公共场所，禁止吸烟。,"{'S002007_P0000_T00', '禁止在公共场所抽烟。'}","(15, 15)","[464, 1002]",79.99999999999997,5.882352941176471,66.66666666666661,0.0,48.0749856769136,0.0,35.494810560100525,0.0,59.99999999994999,6.578724843498791,87.37704157829285,62.90431022644043,0.8249278664588928,0.06731388717889786
公共场所，禁止吸烟。,"{'S002007_P0007_T00', '禁止在公共场所抽烟。'}","(16, 16)","[584, 145]",79.99999999999997,0.0,66.66666666666661,0.0,48.0749856769136,0.0,35.494810560100525,0.0,59.99999999994999,0.0,87.37704157829285,62.27469444274902,0.8249278664588928,0.0618438720703125
我们不能拒绝别人的善意批评。,"{'我们不能拒绝别人的好批评。', 'S002009_P0000_T00'}","(17, 17)","[1055, 1127]",85.47333033621375,11.031211282307444,81.21215895894296,0.0,76.29757158101,0.0,70.4805090506219,0.0,88.64602307221037,11.684125705039227,96.49078845977783,62.942105531692505,0.8597208261489868,0.09128011018037796
我们不能拒绝别人的善意批评。,"{'S002009_P0005_T00', '外边的人好心批评我们,我们不能拒绝。'}","(18, 18)","[796, 408]",61.1111111111111,3.5643797633167336,46.44203640128239,0.0,37.77932312319135,0.0,32.22538601891171,0.0,42.444029850678874,4.85937064884717,81.49381875991821,65.76156616210938,0.753624439239502,0.10171453654766083
她果然是深爱着另一个人，不然也不会拒绝你。,"{'S002018_P0005_T00', '正确,他爱上一个人,不会拒绝一个人。'}","(19, 19)","[790, 179]",42.3240862445307,10.000000000000002,32.46109233451163,0.0,25.573001619424787,0.0,17.527414667722137,0.0,45.617173524117035,11.160145140658921,82.69306421279907,68.8448429107666,0.5356456637382507,0.12932337820529938
雨季即将来临，防洪工作开始了。,"{'S002025_P0000_T00', '雨马上就要来了,防洪工作就要开始了。'}","(20, 20)","[847, 1031]",55.55555555555555,24.56192259233946,44.28074427700476,14.947910066133433,36.59793747600114,0.0,28.43329181530769,0.0,59.62854349944684,26.83284457475,83.30929279327393,69.5175290107727,0.8019785284996033,0.1611693799495697
雨季即将来临，防洪工作开始了。,"{'S002025_P0005_T00', '雨马上就要来了,防洪工作就要开始了。'}","(21, 21)","[1085, 984]",55.55555555555555,18.75,44.28074427700476,0.0,36.59793747600114,0.0,28.43329181530769,0.0,59.62854349944684,19.31468344258885,83.30929279327393,71.79678678512573,0.8019785284996033,0.2479453980922699
毕业后他参了军，开始了他的军旅生涯。,"{'S002026_P0000_T00', '大学毕业后,他参军了,开始了什么学习、做什么旅游?'}","(22, 22)","[1026, 784]",43.99999999999999,5.488116360940265,30.27650354097492,0.0,19.975816179556197,0.0,0.0,0.0,44.22799086538278,6.9858712715825515,76.2794554233551,63.335663080215454,0.5347712635993958,0.1845427006483078
毕业后他参了军，开始了他的军旅生涯。,"{'S002026_P0005_T00', '大学毕业后,他参了军,开始了出国旅游的生涯。'}","(23, 23)","[1008, 202]",68.18181818181817,5.555555555555555,54.05624776173352,0.0,41.803303244663816,0.0,24.901158357139742,0.0,68.64077669896378,5.962854349886729,88.61541152000427,61.96563243865967,0.6878087520599365,0.2591973841190338
他俩虽然离婚，但仍感情还在，看来有复婚的可能。,"{'他们已经离婚了,但这对夫妻已经准备破镜重圆了。', 'S002043_P0000_T00'}","(24, 24)","[537, 321]",21.739130434782613,3.056113178443933,9.940534656094302,0.0,0.0,0.0,0.0,0.0,21.73913043473261,4.455167770177922,74.413400888443,67.94314384460449,0.4798288345336914,0.14180776476860046
他俩虽然离婚，但仍感情还在，看来有复婚的可能。,"{'S002043_P0007_T00', '这对夫妻已经离婚了,但这对感情已经放荡不羁了,这对夫妻可以破镜重圆了。'}","(25, 25)","[1108, 1107]",19.999999999999996,0.0,10.846522890932807,0.0,0.0,0.0,0.0,0.0,22.306602230954685,0.0,71.4693009853363,66.57290458679199,0.4142065644264221,0.058642566204071045
如果人们不会互相理解，那么他们怎么能学会默默地互相尊重呢？,"{'S002053_P0005_T00', '人类不会互相理解,不会互相尊重,他们会学会互相尊重。'}","(26, 26)","[984, 612]",51.40519480935904,12.638980516343251,42.80337849223026,0.0,34.42931656951355,0.0,28.200162756170812,0.0,54.22375789344437,14.704632384173957,83.2928478717804,71.7634916305542,0.5905941724777222,0.06244898587465286
如果人们不会互相理解，那么他们怎么能学会默默地互相尊重呢？,"{'假如人们互相理解,就会懂得什么叫做互相尊重。', 'S002053_P0007_T00'}","(27, 27)","[808, 68]",42.9868937150713,5.405405405405405,32.28606379037024,0.0,24.752849213837603,0.0,18.46043131980426,0.0,45.380597653888856,5.967678076466662,81.80078268051147,64.04536962509155,0.7038848996162415,0.1667068749666214
宽容使我们变得互相理解，互相信任，互相友爱。,"{'宽容可以让我们互相理解,互相爱护,互相尊重。', 'S002062_P0000_T00'}","(28, 28)","[136, 381]",63.63636363636361,5.882352941176471,46.056618647183825,0.0,27.68182380588133,0.0,18.279218525119116,0.0,59.09090909085909,6.334073396826718,91.19885563850403,60.247015953063965,0.8069809079170227,0.10770052671432495
宽容使我们变得互相理解，互相信任，互相友爱。,"{'这条路可以让我们互相理解,互相爱,互相尊重。', 'S002062_P0007_T00'}","(29, 29)","[235, 813]",54.54545454545453,0.0,39.47710169758614,0.0,24.978336210987326,0.0,16.923267918690044,0.0,49.99999999995,0.0,87.72749304771423,64.26254510879517,0.6823764443397522,0.2746589183807373
他们已经离婚了，但仍然藕断丝连地保持联系。,"{'你们已经离婚了,现在还能联系吗?', 'S002063_P0000_T00'}","(30, 30)","[656, 770]",36.580781447332086,10.000000000000002,32.718845594519074,0.0,28.179738468487567,0.0,24.792363901429734,0.0,41.745901025659094,10.468478889472152,75.34183263778687,59.38481092453003,0.6478762030601501,0.09893307089805603
作文一定要注意下文和上文之间的联系。,"{'写作文上必须有十分密切的联系。', 'S002067_P0000_T00'}","(31, 31)","[1063, 173]",38.20743514363916,0.0,29.895820132266866,0.0,22.412117823266414,0.0,16.647619349310034,0.0,41.73998044962781,0.0,76.1100172996521,62.99699544906616,0.5927284955978394,0.09565426409244537
作文一定要注意下文和上文之间的联系。,"{'S002067_P0007_T00', '做文档时,要保持下面的联系。'}","(32, 32)","[13, 51]",37.57386465376429,17.391304347826082,25.52641441890881,8.89108448948774,20.13328993545671,0.0,15.366213219840436,0.0,42.44402985072378,14.367681498760351,75.01417398452759,68.86807680130005,0.5293009877204895,0.19780845940113068
他如饥似渴地读书，从古典作品到流行小说。,"{'S002085_P0005_T00', '他喜欢看书,从滴水摸鱼到滴水,从晚期流行起来。'}","(33, 33)","[978, 506]",30.434782608695656,14.816364413634355,11.761799222424118,0.0,0.0,0.0,0.0,0.0,32.24574800410339,16.828276509206084,75.04615187644958,67.20243692398071,0.22849364578723907,0.24656331539154053
他如饥似渴地读书，从古典作品到流行小说。,"{'他喜欢看书,从古到现代,文凭是十分流行的。', 'S002085_P0007_T00'}","(34, 34)","[141, 256]",38.09523809523809,15.789473684210527,19.51800145897067,0.0,0.0,0.0,0.0,0.0,38.97804298702606,17.178034004232526,75.4001796245575,64.98937606811523,0.527601420879364,0.14939482510089874
为读者的家居生活带来不同凡响的流行资讯。,"{'为了学校周围的空气质量,我特地取了一条不流行的新闻。', 'S002086_P0005_T00'}","(35, 35)","[955, 1121]",26.923076923076923,1.725535148966131,10.377490433255417,0.0,0.0,0.0,0.0,0.0,25.242414763773358,3.2988028778782437,70.63574194908142,63.82119655609131,0.2800740599632263,0.08242039382457733
为读者的家居生活带来不同凡响的流行资讯。,"{'S002086_P0007_T00', '为了学校环境好,我随身携带了不流行的新闻。'}","(36, 36)","[278, 210]",33.333333333333336,0.0,12.909944487358057,0.0,0.0,0.0,0.0,0.0,29.233532240255876,0.0,72.02360033988953,64.36496376991272,0.29127633571624756,0.037389546632766724
他一听到自己被录取的消息，情绪一下子兴奋起来了。,"{'听说自己被录取了,他心里很高兴。', 'S002092_P0000_T00'}","(37, 37)","[886, 872]",37.908166232039605,0.0,24.76151049416017,0.0,19.974078327037695,0.0,16.51333958901105,0.0,37.1428571428493,0.0,79.67016100883484,61.958903074264526,0.8125224113464355,0.08621405065059662
他一听到自己被录取的消息，情绪一下子兴奋起来了。,"{'把自己择优录取通知书交给了老师,心里高兴极了。', 'S002092_P0007_T00'}","(38, 38)","[487, 111]",29.13988511512464,4.999999999999999,19.50527241610298,0.0,0.0,0.0,0.0,0.0,29.76030164283079,5.494505494437097,71.89731001853943,63.3863091468811,0.635286271572113,0.2178947925567627
不难想像，哥哥接到清华大学录取通知书时，心情是多么激动。,"{'哥哥接到清华大学的录取通知书,高兴不已。', 'S002093_P0005_T00'}","(39, 39)","[1174, 187]",50.27400345267293,5.555555555555555,44.17050667563901,0.0,40.28768609053836,0.0,36.65321504456668,0.0,55.34188034186644,5.962854349886729,83.50297212600708,68.84308457374573,0.7678475975990295,0.13903996348381042
不难想像，哥哥接到清华大学录取通知书时，心情是多么激动。,"{'S002093_P0007_T00', '哥哥接到清华大学的录取通知书,心里很高兴。'}","(40, 40)","[246, 472]",51.180807898127824,14.285714285714283,44.91097666240291,0.0,40.908136222856655,0.0,37.163999623295126,0.0,58.869701726825895,15.970515970450775,84.6258819103241,68.56006383895874,0.7997833490371704,0.13137462735176086
犯罪分子携款外逃的企图没有得逞。,"{'犯罪分子趁人带财逃跑,没有计划成功。', 'S002118_P0000_T00'}","(41, 41)","[1142, 806]",44.44444444444444,7.6923076923076925,32.338083338177725,0.0,23.556613421026437,0.0,17.18152967132724,0.0,46.73650282024591,7.974522292936276,84.48554277420044,71.49708867073059,0.7670961022377014,0.3887472450733185
犯罪分子携款外逃的企图没有得逞。,"{'S002118_P0005_T00', '罪犯趁机逃跑,计划没有成功。'}","(42, 42)","[248, 960]",37.15190998929349,9.090909090909093,15.739751171727475,0.0,0.0,0.0,0.0,0.0,33.04093567247908,10.03798155174875,80.90732097625732,67.25671887397766,0.7285106182098389,0.17385846376419067
他手工一天做的笨活没有机器半个小时做的好。,"{'你知道吗,一个小时的上班时间没有一个小时,他好吗?', 'S002122_P0005_T00'}","(43, 43)","[1160, 807]",36.0,4.545454545454546,21.213203435596427,0.0,12.507242180067482,0.0,0.0,0.0,34.2682632804954,5.013736263681869,73.75341653823853,64.43252563476562,0.15437424182891846,0.16228064894676208
他手工一天做的笨活没有机器半个小时做的好。,"{'他知道明天的工作机器没有一个小时没有一个小时。', 'S002122_P0007_T00'}","(44, 44)","[762, 559]",56.52173913043478,12.473426467088238,32.057261021330625,0.0,16.97766046935716,0.0,0.0,0.0,40.7410864289132,12.876455628386699,78.11592817306519,66.31065607070923,0.15065498650074005,0.07903073728084564
妈妈一回到家就干这干那，没有休息时间。,"{'S002128_P0000_T00', '妈妈出差回家做这项工作,他没时间休息。'}","(45, 45)","[169, 46]",57.89473684210525,4.0,31.063037209869776,0.0,0.0,0.0,0.0,0.0,47.368421052581574,4.38534068664247,80.05317449569702,64.09286856651306,0.6713525056838989,0.16406166553497314
妈妈一回到家就干这干那，没有休息时间。,"{'S002128_P0005_T00', '妈妈回房间出差,这工作她没时间休息。'}","(46, 46)","[617, 476]",52.55330382815363,15.0,29.61913989057118,0.0,0.0,0.0,0.0,0.0,43.180206445468194,16.483516483448085,78.57910990715027,66.35510921478271,0.5479344725608826,0.38058239221572876
她喜欢模仿歌星唱歌，还很有模有样。,"{'S002132_P0005_T00', '他喜欢模仿明星的歌曲,还模仿他们唱歌。'}","(47, 47)","[782, 344]",57.89473684210525,15.789473684210527,35.868505789931355,0.0,24.73636505747741,0.0,17.5376708746474,0.0,49.69418960238667,17.178034004232526,86.11116409301758,67.13319420814514,0.5783129930496216,0.11043253540992737
她喜欢模仿歌星唱歌，还很有模有样。,"{'S002132_P0007_T00', '他喜欢模仿著名歌曲,再模仿明星。'}","(48, 48)","[839, 118]",46.97065314067378,10.000000000000002,29.706849422054088,0.0,22.79417692478397,0.0,17.103943246074763,0.0,42.34654234649868,11.167077483592964,83.09528231620789,71.26287817955017,0.49904632568359375,0.08975661545991898
小孩子总喜欢模仿大人的动作。,"{'小孩子喜欢模仿大人的行为。', 'S002133_P0000_T00'}","(49, 49)","[478, 1151]",78.35055280819599,9.523809523809524,69.5459380028764,0.0,62.51222329149687,0.0,54.844980922047604,0.0,81.25885448285601,10.300550303306538,94.3858802318573,65.64056277275085,0.8342663049697876,0.16470935940742493
小孩子总喜欢模仿大人的动作。,"{'小孩子喜欢模仿成年人的行为。', 'S002133_P0005_T00'}","(50, 50)","[1046, 555]",71.42857142857146,0.0,57.416925176321456,0.0,43.518437142851155,0.0,29.420957081163703,0.0,71.42857142852144,0.0,90.58263897895813,63.69495391845703,0.8085739016532898,0.13937073945999146
不努力学习，在竞争中就会处于劣势。,"{'S002143_P0000_T00', '学习不努力,比赛的水平会下降。'}","(51, 51)","[535, 398]",40.841421555337554,7.6923076923076925,27.675410355849262,0.0,17.276122903129647,0.0,0.0,0.0,31.00868725865076,8.219954648462538,78.24637293815613,66.05686545372009,0.6505975723266602,0.08144071698188782
不努力学习，在竞争中就会处于劣势。,"{'学习不努力,比弱势群体更弱。', 'S002143_P0007_T00'}","(52, 52)","[1081, 288]",40.35588735026946,5.83448879361965,27.41642666354191,0.0,17.16297027429474,0.0,0.0,0.0,31.670366984429933,6.201737451700957,76.911062002182,65.5804693698883,0.5327156782150269,0.03634725511074066
哥哥得到经理的器重，工作更加努力了。,"{'哥哥受到了经理的赏识,成为了经理的助理,对他来说很重要。', 'S002149_P0000_T00'}","(53, 53)","[739, 970]",32.14285714285715,24.999999999999996,18.898223650461368,0.0,11.116196288530931,0.0,0.0,0.0,31.903253671109095,24.999999999950003,78.26485633850098,68.5847282409668,0.6220420598983765,0.2369319200515747
哥哥得到经理的器重，工作更加努力了。,"{'哥哥哥哥接受经济班长的帮助,受到了班长的影响。', 'S002149_P0005_T00'}","(54, 54)","[521, 535]",30.434782608695656,10.537786886996535,11.761799222424118,0.0,0.0,0.0,0.0,0.0,28.434913050657855,13.132607303005392,78.36619019508362,70.49112319946289,0.3813844323158264,0.3017183542251587
事在人为，这个项目就是大家努力争取来的。,"{'S002150_P0000_T00', '你们这项目是你们努力的结果。'}","(55, 55)","[193, 778]",37.22508900177462,14.285714285714283,19.31515024964987,0.0,0.0,0.0,0.0,0.0,44.37825763215476,15.811965811896684,78.45330238342285,70.45899033546448,0.5416133999824524,0.1800287663936615
事在人为，这个项目就是大家努力争取来的。,"{'S002150_P0005_T00', '这项项目是大家的努力的结果。'}","(56, 56)","[386, 734]",46.531361252218275,15.708747653616582,30.539934068631744,0.0,17.171553181284605,0.0,0.0,0.0,55.472822040196455,12.280483248210231,79.84037399291992,69.49967741966248,0.6980781555175781,0.05155192315578461
由于配合默契，他俩在男子乒乓球双打比赛中夺取了冠军。,"{'S002162_P0000_T00', '由于配合默契,我终于获得了乒乓球冠军。'}","(57, 57)","[524, 431]",47.3354512027196,0.0,40.464730070070765,0.0,34.194070128931465,0.0,26.835680277524183,0.0,50.926949048479905,0.0,83.15102458000183,64.20552134513855,0.5637607574462891,0.2025577574968338
由于配合默契，他俩在男子乒乓球双打比赛中夺取了冠军。,"{'S002162_P0007_T00', '由于配合得天衣无缝,我成为了乒乓球冠军。'}","(58, 58)","[414, 815]",40.745002137494495,16.374615061559634,33.3476488476206,0.0,26.355819647972105,0.0,16.806337426814576,0.0,42.07069127304718,17.888563049823315,74.21264052391052,69.8759138584137,0.32890504598617554,0.12037184089422226
我们班的干部很齐心，工作中能互相配合。,"{'S002164_P0000_T00', '我班的干部心胸开阔,互相配合。'}","(59, 59)","[119, 518]",56.16807814674091,12.500000000000002,46.37926409726065,0.0,39.86766793758722,0.0,33.18926700152641,0.0,62.98612468240702,13.216374268944438,85.38426160812378,68.69473457336426,0.8068220019340515,0.25551924109458923
我们班的干部很齐心，工作中能互相配合。,"{'S002164_P0007_T00', '我班的干部心里也一样,互相配合。'}","(60, 60)","[619, 24]",56.99575187490254,12.79196423577516,46.95799295953463,0.0,40.26647404209149,0.0,33.430634797945736,0.0,61.953445915076024,9.355618627112724,83.95317196846008,64.45726752281189,0.7048316597938538,0.07284098863601685
生活中，妈妈和爸爸配合得很好，我们家总洋溢着温馨和谐的气氛。,"{'S002167_P0000_T00', '生活中,父母配得我们一家五口之福气。'}","(61, 61)","[856, 140]",28.52317327958844,10.526315789473687,16.075713569858237,0.0,9.395003810731719,0.0,0.0,0.0,37.280701754385575,5.397525805633947,77.97364592552185,68.31256151199341,0.46724945306777954,0.10313647240400314
生活中，妈妈和爸爸配合得很好，我们家总洋溢着温馨和谐的气氛。,"{'S002167_P0007_T00', '生活中,父母和睦配合,我们一家有福气。'}","(62, 62)","[93, 1057]",32.44930778556899,6.666666666666667,20.10386863593907,0.0,11.004210825137749,0.0,0.0,0.0,40.96695117988916,6.666666666616666,80.29025793075562,62.461453676223755,0.6777870655059814,0.13511264324188232
高年级学生不要欺负低年级小同学。,"{'S002176_P0000_T00', '不要低年级同学欺负低年级同学。'}","(63, 63)","[657, 471]",81.07727203607357,10.209462756353926,65.8345781125718,0.0,49.967842241685254,0.0,37.345810814534794,0.0,70.82050595632138,13.968911917101511,90.23454189300537,62.89665102958679,0.7725337147712708,0.053435489535331726
高年级学生不要欺负低年级小同学。,"{'S002176_P0005_T00', '学校的同学都很高大,不要欺负小同学。'}","(64, 64)","[642, 49]",55.55555555555555,19.999999999999996,44.28074427700476,11.952286093343934,36.59793747600114,0.0,28.43329181530769,0.0,52.57856567278418,20.640627553465396,83.50667357444763,69.61975693702698,0.5927470326423645,0.30949223041534424
申报书内容应简明，并由申报人或其委托代理人签字。,"{'S002198_P0000_T00', '申请报告写得太深,容易让报告的负责人或者监护人签字。'}","(65, 65)","[457, 657]",38.46153846153847,7.142857142857142,24.806946917841696,0.0,17.24467959222235,0.0,12.219667481477892,0.0,39.872611464910804,7.9852579851927885,79.97276186943054,59.541553258895874,0.44095557928085327,0.05278961360454559
申报书内容应简明，并由申报人或其委托代理人签字。,"{'S002198_P0005_T00', '申请内容简单,需要有对方签字或加盖单位印章。'}","(66, 66)","[377, 219]",33.203662410264094,9.135828677937498,16.99251598008358,0.0,0.0,0.0,0.0,0.0,30.32036613268236,13.11591634172839,78.69684100151062,68.36662888526917,0.6528533101081848,0.20553943514823914
他把试卷拿回家，让爸爸在上面签字。,"{'他把文章带到同学家里,给爸爸签字。', 'S002199_P0005_T00'}","(67, 67)","[300, 811]",47.058823529411775,4.761904761904762,34.29971702850177,0.0,19.86841724317928,0.0,0.0,0.0,47.05882352936177,4.872255373330438,85.18208861351013,61.52852773666382,0.456165075302124,0.23567764461040497
他把试卷拿回家，让爸爸在上面签字。,"{'S002199_P0007_T00', '他把文章带回家,让爸爸签字。'}","(68, 68)","[144, 1126]",57.65126764324212,5.546312610911029,46.34221928828959,0.0,30.684079601898766,0.0,0.0,0.0,63.3407339688886,5.704979059983886,90.62912464141846,60.014939308166504,0.6512649655342102,0.10938648879528046
我们一贯强调自力更生，但也不排斥外援。,"{'S002202_P0005_T00', '我虽然一直在努力强调自己养育成人,但并没有做到预防。'}","(69, 69)","[581, 75]",30.769230769230774,9.786253002658443,15.689290811054718,0.0,10.084749803491114,0.0,0.0,0.0,29.707386944887133,11.465742822401664,77.53912210464478,64.84545469284058,0.5057956576347351,0.08343096077442169
我们一贯强调自力更生，但也不排斥外援。,"{'我虽然总是强调自己要努力养育成自己,但也不能避免别人的帮助。', 'S002202_P0007_T00'}","(70, 70)","[391, 367]",30.000000000000004,5.76512676432421,20.341905108624317,0.0,14.351096040036262,0.0,0.0,0.0,33.518414601662435,6.334073396862998,78.92102003097534,69.03834939002991,0.719523549079895,0.22041219472885132
既强调市场也强调运营的组织几乎是战无不胜的。,"{'S002208_P0000_T00', '强调市场经济,强调运行稳定。'}","(71, 71)","[14, 531]",32.26960697187197,22.062422564614884,26.47439390392451,11.39298602263256,21.468807832080987,0.0,15.012938528032256,0.0,40.62126642771378,23.36825141011578,75.13819932937622,70.09936571121216,0.5290697813034058,0.16642236709594727
既强调市场也强调运营的组织几乎是战无不胜的。,"{'强大的环境、强大的市场和强大的运转组织。', 'S002208_P0005_T00'}","(72, 72)","[616, 326]",45.24187090179797,4.303539882125289,20.758394029226395,0.0,0.0,0.0,0.0,0.0,37.923637923598086,4.60653542913161,71.89702987670898,59.18077230453491,0.5958457589149475,0.15462736785411835
大家在一起工作，应该互相理解支持，既要强调一致性，也要求同存异。,"{'他们俩在一起工作,应该互相支持、互相支持,并取消同伙的祝福。', 'S002210_P0005_T00'}","(73, 73)","[467, 637]",40.53863601803677,13.043478260869563,32.344770790293545,0.0,25.9510970065006,0.0,20.645144269564863,0.0,41.84848079235404,8.695652173863042,78.6578893661499,67.2527551651001,0.3899708390235901,0.06507588177919388
大家在一起工作，应该互相理解支持，既要强调一致性，也要求同存异。,"{'他们俩在一起工作,应该互相支持,不要互相否定。', 'S002210_P0007_T00'}","(74, 74)","[779, 918]",38.218549230055295,0.0,30.654913303929476,0.0,24.732604819894995,0.0,19.79200895452723,0.0,44.92934238342825,0.0,80.64833879470825,65.04696011543274,0.5856993794441223,0.09690763056278229
父母应该看一下，如果你的小孩生病了公司是否允许你带薪请假。,"{'父母决定看你的孩子生病,公司可以准许你请假。', 'S002217_P0000_T00'}","(75, 75)","[674, 53]",49.60026197892842,24.999999999999996,34.68079575670512,16.222142113076256,16.355148863721585,11.349619435430355,0.0,0.0,56.725747067366036,20.936957779003677,83.51039290428162,70.78408598899841,0.5478010177612305,0.2448911964893341
