text_ids,original_i2t,reordered_i2t
"In Shanghai, the summer is too hot not to buy air conditioners.",81.81191921234131,81.24197959899902
The bus takes us back to school.,86.8521614074707,88.04764938354492
The bus takes us back to school.,86.8521614074707,88.04764938354492
The hotel is now where our delayed flight lives.,70.06163024902344,67.05018615722656
The hotel is now where our delayed flight lives.,70.06163024902344,67.05018615722656
I want to drink drinks after running.,69.71367168426514,60.18351364135742
I want to drink drinks after running.,69.71367168426514,60.18351364135742
Can you run with me at night? I want to join you.,84.3203010559082,72.8008918762207
"The platform for the bus is too far, so let's take a taxi home.",78.21241760253906,76.39535331726074
"Every night, his daughter wrote my homework very late.",78.08977127075195,68.57986068725586
"Every night, his daughter wrote my homework very late.",78.08977127075195,68.57986068725586
I wish you a more beautiful and happy birthday.,75.57417964935303,73.79730987548828
"Near the school, where is a delicious restaurant?",82.2790060043335,87.1997127532959
"Near the school, where is a delicious restaurant?",82.2790060043335,87.1997127532959
Dinner today includes noodles and dumplings.,82.92564964294434,78.12769603729248
Dinner today includes noodles and dumplings.,82.92564964294434,78.12769603729248
The position near the window cannot be chosen by the mobile phone.,78.89380836486816,83.49920082092285
The position near the window cannot be chosen by the mobile phone.,78.89380836486816,83.49920082092285
Where can I collect the suitcase?,64.20381927490234,64.52368640899658
Where can I collect the suitcase?,64.20381927490234,64.52368640899658
"There are many subways in Shanghai, and I don't know which one to take.",80.57563591003418,74.61823654174805
"There are many subways in Shanghai, and I don't know which one to take.",80.57563591003418,74.61823654174805
"The airport is distant from my house, so I take a taxi there.",80.20498657226562,68.79694843292236
"The airport is distant from my house, so I take a taxi there.",80.20498657226562,68.79694843292236
"It is recommended to take the high-speed rail from Hefei to Beijing, and the seats are comfortable.",76.29887580871582,78.36473083496094
"It is recommended to take the high-speed rail from Hefei to Beijing, and the seats are comfortable.",76.29887580871582,78.36473083496094
"Nearby, there are many delicious restaurants.",76.98396492004395,73.31141090393066
"The waiter, holding a tissue paper, sprinkles the drink.",67.3209867477417,70.28151512145996
"I like sweet milk tea, and I like to drink it.",83.46118927001953,81.21191883087158
"Buy a very fresh watermelon home today, the fruit is.",91.85487937927246,86.07027435302734
"Consume more vegetables, drink less, and then head home.",80.82972717285156,68.07161140441895
"Recently, my wife likes to drink acid. Do you have a son?",86.48392868041992,83.89866924285889
"With noodles, I was uncomfortable.",85.14676856994629,88.00951766967773
I went to the high-speed rail station to pick up my son by driving.,82.66716575622559,80.14077281951904
"This year, where are you going to travel with your wife?",78.20819854736328,78.7295389175415
"If you like this skirt, I can take one for you.",79.29042625427246,75.75105953216553
"These pants are discounted, and I buy one for my son.",79.00487899780273,79.0234375
Where can I check out after taking a pair of pants?,68.26730346679688,65.2260856628418
Who is that very beautiful boyfriend of yours on the right?,87.62357425689697,85.07097244262695
"My brother enjoys playing football, and his physique is excellent.",72.77699279785156,54.921470642089844
What is the cost to listen to your school?,69.76421356201172,60.634138107299805
I want to find friends who are deaf to learn sign language.,74.8746509552002,73.471755027771
Sign language can be learned by mobile phones.,77.18985748291016,76.324951171875
"A friend of mine works in a bank, and he knows how to loan.",89.3570384979248,90.33346939086914
"Mom, I want to buy the new watch my classmate bought too.",77.39339351654053,79.325927734375
"Old and likes to climb mountains, Grandpa is.",88.34108066558838,85.57147789001465
"He is my table tennis teacher, introduce.",78.45463943481445,74.36040687561035
"When you are tired, drink a cup of coffee.",72.25198078155518,80.02595710754395
"At night, there are many people on the bus going home from school.",76.25998306274414,79.20561122894287
"Eating too much of the cake, which is too sweet, is not good for your body.",79.88666152954102,83.4738998413086
Your ID card is checked by police.,68.71940994262695,78.73212242126465
"Let him eat more at school, as the son is getting thinner and thinner.",81.89370346069336,74.51025009155273
"Dad and Grandpa will go out to run today, as the weather is good.",90.05983829498291,81.83597183227539
Her sister is usually a teacher and drives to school.,86.26827621459961,85.9343032836914
I forgot to bring my passport; I need to go home.,85.46753025054932,83.91907691955566
My grandpa is not suitable for flying and is very old.,69.05069923400879,62.51048278808594
You can't use a single ticket to ride a car twice.,64.83371353149414,65.23396301269531
"I got off at the intersection in front of the traffic light, Driver.",66.76337051391602,58.80103874206543
The aircraft was canceled because the weather was not good.,66.12227439880371,65.35128211975098
I didn't purchase a sleeper train ticket.,78.16543388366699,79.31049346923828
I have breakfast at home and lunch both at school and home.,75.50786972045898,74.50986289978027
How is the lunch at your company?,66.47365760803223,72.88639450073242
How is the lunch at your company?,66.47365760803223,72.88639450073242
"Today's vegetables are so salty, I want to drink beverages.",80.40720748901367,79.99550914764404
"Today's vegetables are so salty, I want to drink beverages.",80.40720748901367,79.99550914764404
"This dish is excessively spicy, so I need some water to drink.",85.13286972045898,75.91460800170898
"This dish is excessively spicy, so I need some water to drink.",85.13286972045898,75.91460800170898
"Today is my sister's birthday, and I will make fish.",75.96037673950195,76.04629325866699
"Today is my sister's birthday, and I will make fish.",75.96037673950195,76.04629325866699
"Where is the bathroom, waiting.",74.05459213256836,67.14731788635254
"Where is the bathroom, waiting.",74.05459213256836,67.14731788635254
"Because my wife had a cold, I took her to the hospital.",87.12342262268066,85.29515647888184
"You go to buy an umbrella at the supermarket, and I am waiting for you at the cashier.",83.27535057067871,82.63032913208008
"You go to buy an umbrella at the supermarket, and I am waiting for you at the cashier.",83.27535057067871,82.63032913208008
"After I get off work, I have to go to the supermarket to buy some juice to bring home.",79.81795501708984,77.38229846954346
I want to buy some bananas as the fruit in this store is cheap.,81.4154748916626,71.83622360229492
I want to buy some bananas as the fruit in this store is cheap.,81.4154748916626,71.83622360229492
Don't eat too much chocolate; it's bad for your body.,79.96490097045898,78.33027744293213
Don't eat too much chocolate; it's bad for your body.,79.96490097045898,78.33027744293213
"If your parents have a birthday, you should get up early for breakfast.",87.02868747711182,87.29979515075684
Let's play basketball since the weather is too cold.,90.11192893981934,82.49996566772461
Let's play basketball since the weather is too cold.,90.11192893981934,82.49996566772461
"My grandfather can sign in sign language, and he has many deaf friends.",78.78515434265137,79.56550598144531
"The patient could not be discharged after the operation, and he would be taken care of by the nurse.",68.83332443237305,72.10429382324219
"The patient could not be discharged after the operation, and he would be taken care of by the nurse.",68.83332443237305,72.10429382324219
"Today, I went to climb the mountain and returned home for dinner at night.",82.41597175598145,79.38851928710938
I have two clothes; one is yellow and the other is red.,76.57686614990234,77.95705127716064
I have two clothes; one is yellow and the other is red.,76.57686614990234,77.95705127716064
My boyfriend is the boy wearing black shoes.,84.12137794494629,70.97522926330566
My boyfriend is the boy wearing black shoes.,84.12137794494629,70.97522926330566
I can only call my daughter's friends because she has no mobile phone.,86.08968734741211,84.06109619140625
I can only call my daughter's friends because she has no mobile phone.,86.08968734741211,84.06109619140625
"Go home to eat more vegetables, consume less meat, and avoid getting fat.",74.22035026550293,74.3282299041748
"Go home to eat more vegetables, consume less meat, and avoid getting fat.",74.22035026550293,74.3282299041748
"Bring a pen and take the exam tomorrow, but do not bring your mobile phone.",78.49660301208496,77.70710563659668
"Bring a pen and take the exam tomorrow, but do not bring your mobile phone.",78.49660301208496,77.70710563659668
"Where to eat at school, or go to a restaurant at noon?",85.2351016998291,82.99310779571533
"Where to eat at school, or go to a restaurant at noon?",85.2351016998291,82.99310779571533
You can drink milk with coffee.,78.66758155822754,78.54737854003906
"I am very happy, and my boss is satisfied with me.",82.45360946655273,80.26657676696777
"I am very happy, and my boss is satisfied with me.",82.45360946655273,80.26657676696777
You and the boss can't drink during work hours.,85.3562126159668,81.9467420578003
You and the boss can't drink during work hours.,85.3562126159668,81.9467420578003
"The Spring Festival is tomorrow, wearing new clothes.",90.8715591430664,90.60885620117188
"I don't want to purchase this dress, nor do I want to purchase it.",68.6168041229248,68.3858642578125
"I don't want to purchase this dress, nor do I want to purchase it.",68.6168041229248,68.3858642578125
I am very happy after the exam is completed.,71.10630702972412,66.25016784667969
I am very happy after the exam is completed.,71.10630702972412,66.25016784667969
"Since you are my client, I should invite you to dinner.",78.23678398132324,78.04735374450684
"Since you are my client, I should invite you to dinner.",78.23678398132324,78.04735374450684
A sport that is good for your health is dancing.,79.18708610534668,74.1698350906372
A sport that is good for your health is dancing.,79.18708610534668,74.1698350906372
The boss sent an email to inform me to book a flight back to the company.,77.44601821899414,79.85894393920898
"You had something to call my son, who was on a business trip.",73.34309387207031,69.00399589538574
"At the intersection, there are dogs, and I am a little scared.",62.009843826293945,60.37148189544678
"At the intersection, there are dogs, and I am a little scared.",62.009843826293945,60.37148189544678
"In the afternoon, I eat a lot of fruits and don't want to eat dinner.",83.88327503204346,85.94287490844727
When did the boss send the email? I didn't see it.,82.81672191619873,82.61465454101562
When did the boss send the email? I didn't see it.,82.81672191619873,82.61465454101562
My daughter was wearing a blue skirt.,62.67172145843506,62.559749603271484
My daughter was wearing a blue skirt.,62.67172145843506,62.559749603271484
"A cloudy day is today, and it may rain.",80.08649921417236,82.95882797241211
Go out to play football and don't watch TV at home.,86.32307052612305,79.4440279006958
Go out to play football and don't watch TV at home.,86.32307052612305,79.4440279006958
"There is a dress on the chair, whose is it?",77.0511360168457,70.93945407867432
"There is a dress on the chair, whose is it?",77.0511360168457,70.93945407867432
"You must go to school on a bicycle, and Hefei has a low temperature.",68.11373519897461,63.92724418640137
"You must go to school on a bicycle, and Hefei has a low temperature.",68.11373519897461,63.92724418640137
"My husband is in the United States, and he enjoys Chinese food.",82.70326805114746,82.30045509338379
"My husband is in the United States, and he enjoys Chinese food.",82.70326805114746,82.30045509338379
The waiter mentioned that the hat in black is very suitable for me.,51.85176420211792,58.05961990356445
The waiter mentioned that the hat in black is very suitable for me.,51.85176420211792,58.05961990356445
"Tomorrow, I will go to the supermarket to buy bread for grandpa.",87.87829303741455,86.60178184509277
The human body's many organs may be cancerous.,68.78937149047852,67.12191009521484
The human body's many organs may be cancerous.,68.78937149047852,67.12191009521484
A more effective method for treating cataracts is surgical treatment.,53.48033618927002,47.21805667877197
A more effective method for treating cataracts is surgical treatment.,53.48033618927002,47.21805667877197
"Since I was very busy during the day, I was mostly done in bed most of the time when I went to bed at night.",59.35952949523926,63.204010009765625
"Since I was very busy during the day, I was mostly done in bed most of the time when I went to bed at night.",59.35952949523926,63.204010009765625
A driver waiting impatiently pressed the speaker as an old man was slowly passing through the zebra crossing.,73.1724624633789,68.52676200866699
A living line for pedestrians is a zebra crossing.,64.86199855804443,69.40484619140625
A living line for pedestrians is a zebra crossing.,64.86199855804443,69.40484619140625
Many laptops are currently built with a Bluetooth function.,72.81054496765137,74.57806873321533
Many laptops are currently built with a Bluetooth function.,72.81054496765137,74.57806873321533
The teacher introduced the principle of design and the process of implementation for developing the Bluetooth data terminal finally.,58.80828857421875,62.35097312927246
The teacher introduced the principle of design and the process of implementation for developing the Bluetooth data terminal finally.,58.80828857421875,62.35097312927246
The company is gradually enhancing the security and confidentiality of Bluetooth.,65.23013114929199,66.84321212768555
The company is gradually enhancing the security and confidentiality of Bluetooth.,65.23013114929199,66.84321212768555
Closing some of the unnecessary procedures can help us save traffic.,75.17555236816406,77.6561164855957
Closing some of the unnecessary procedures can help us save traffic.,75.17555236816406,77.6561164855957
The doctor checked my body and measured my pulse and body temperature.,87.42054557800293,77.6486930847168
The doctor checked my body and measured my pulse and body temperature.,87.42054557800293,77.6486930847168
"Photos, 6 resumes, and a copy of the legal person identity of the Shanghai company.",73.80010032653809,67.63822364807129
"Photos, 6 resumes, and a copy of the legal person identity of the Shanghai company.",73.80010032653809,67.63822364807129
"In life, everyone will encounter moving things.",73.46907806396484,72.10856628417969
"In life, everyone will encounter moving things.",73.46907806396484,72.10856628417969
"A role model for our stubborn and hard-working athletes, isn't it?",74.0168342590332,74.40272426605225
"A role model for our stubborn and hard-working athletes, isn't it?",74.0168342590332,74.40272426605225
Be a good example for your brother!,62.42690944671631,43.272512435913086
This is the most secure way of doing it.,83.89051818847656,72.48970985412598
This is the most secure way of doing it.,83.89051818847656,72.48970985412598
He felt anxious seeing his bandaged son on the bed.,67.10578155517578,59.662800788879395
He felt anxious seeing his bandaged son on the bed.,67.10578155517578,59.662800788879395
"His computer has a virus in his laptop, and he can't open it at all.",63.26279640197754,65.83509826660156
"His computer has a virus in his laptop, and he can't open it at all.",63.26279640197754,65.83509826660156
He has consistently maintained high standards for himself.,72.84040546417236,71.16648864746094
You need to practice more because your pronunciation is not standard enough.,56.70603084564209,55.70827102661133
You need to practice more because your pronunciation is not standard enough.,56.70603084564209,55.70827102661133
Each product crafted by Master Wang exceeds the standard line.,68.86633586883545,67.40055465698242
He is highly compatible with the criteria I have for mate selection.,73.46525955200195,73.53180313110352
He is highly compatible with the criteria I have for mate selection.,73.46525955200195,73.53180313110352
The wound hasn't healed; avoid getting infected.,75.16265487670898,69.83951568603516
The wound hasn't healed; avoid getting infected.,75.16265487670898,69.83951568603516
The scene of Vientiane updates is shown everywhere in the motherland.,76.17742443084717,74.1588134765625
A bridge to communicate with each other are cultural exchanges.,74.69261074066162,68.25417900085449
A bridge to communicate with each other are cultural exchanges.,74.69261074066162,68.25417900085449
Allow me to take a proper rest. The weather's impermanence is evident. Rain is expected.,81.2258710861206,67.97833824157715
Allow me to take a proper rest. The weather's impermanence is evident. Rain is expected.,81.2258710861206,67.97833824157715
The arrangement of the plot and script of the drama is not fixed.,58.9057674407959,62.37600040435791
The arrangement of the plot and script of the drama is not fixed.,58.9057674407959,62.37600040435791
We have not had a fixed classroom; here today will become there tomorrow.,82.20869064331055,78.78373908996582
We have not had a fixed classroom; here today will become there tomorrow.,82.20869064331055,78.78373908996582
I picked up a card that had been lost by others.,61.11238670349121,56.76702690124512
I picked up a card that had been lost by others.,61.11238670349121,56.76702690124512
"Please fill in this application form for loss one by one, and we will check it carefully.",75.73610591888428,73.74653434753418
"Please fill in this application form for loss one by one, and we will check it carefully.",75.73610591888428,73.74653434753418
"I like to listen to thrilling stories, but sometimes the more they listen to. 

Reordered sentence: I like to listen to thrilling stories, but sometimes the more you listen to them.",68.84525394439697,69.48666381835938
"I like to listen to thrilling stories, but sometimes the more they listen to. 

Reordered sentence: I like to listen to thrilling stories, but sometimes the more you listen to them.",68.84525394439697,69.48666381835938
"With a disturbing mood, I walked into the office, afraid of being blamed by the boss.",71.48375225067139,68.82945251464844
"With a disturbing mood, I walked into the office, afraid of being blamed by the boss.",71.48375225067139,68.82945251464844
I have to focus on preparing for the final exam during this time.,73.82952690124512,67.39939308166504
I have to focus on preparing for the final exam during this time.,73.82952690124512,67.39939308166504
"The Chinese People's Liberation Army, under the disparate situation, adopted tactics such as concentrating forces to destroy the enemy and ultimately won the war.",62.676347732543945,70.83891105651855
"The Chinese People's Liberation Army, under the disparate situation, adopted tactics such as concentrating forces to destroy the enemy and ultimately won the war.",62.676347732543945,70.83891105651855
"The reform of government agencies must not only reduce overlap between institutions, but also streamline extra personnel.",72.03887844085693,72.38644981384277
"The reform of government agencies must not only reduce overlap between institutions, but also streamline extra personnel.",72.03887844085693,72.38644981384277
"This year, my country's imports have decreased.",69.69066047668457,66.71044540405273
"The conditions at home are good, and grandma still maintains a habit of diligence and thrift.",86.67717742919922,81.8866138458252
"The conditions at home are good, and grandma still maintains a habit of diligence and thrift.",86.67717742919922,81.8866138458252
"Precious are water resources, we must save water.",89.3630199432373,89.66018295288086
"Precious are water resources, we must save water.",89.3630199432373,89.66018295288086
He grew up with a frugal mother who raised them.,62.168739318847656,56.617143630981445
"The Shunfeng ship should have smooth sailing, but the wind is too strong, and the boat can't help but toss.",66.14008522033691,68.42157936096191
"The Shunfeng ship should have smooth sailing, but the wind is too strong, and the boat can't help but toss.",66.14008522033691,68.42157936096191
"The reordered sentence is: ""Words must be believed, and actions must be taken; it is the basic criterion for our school teachers and students.""",78.25117683410645,72.94713687896729
The army lacks discipline and strict order prohibition.,64.38037872314453,59.413482666015625
The army lacks discipline and strict order prohibition.,64.38037872314453,59.413482666015625
Smoking is prohibited in public places.,59.23860549926758,62.76960754394531
Smoking is prohibited in public places.,59.23860549926758,62.76960754394531
We cannot reject good-looking criticism from others.,65.90631484985352,66.39221382141113
We cannot reject good-looking criticism from others.,65.90631484985352,66.39221382141113
"Otherwise, she will not refuse you if she really loves another person.",68.97416877746582,61.05996227264404
The flood prevention work begins as the rainy season is coming.,85.97697448730469,75.31376647949219
The flood prevention work begins as the rainy season is coming.,85.97697448730469,75.31376647949219
He joined the army and started his military career after graduating.,71.90296745300293,70.06247138977051
He joined the army and started his military career after graduating.,71.90296745300293,70.06247138977051
"Despite their divorce, they still sense the mood, and it seems that remarriage is a possibility.",63.120737075805664,56.96586990356445
"Despite their divorce, they still sense the mood, and it seems that remarriage is a possibility.",63.120737075805664,56.96586990356445
How can people learn to silently respect each other if they do not understand each other?,86.73165130615234,81.45859336853027
How can people learn to silently respect each other if they do not understand each other?,86.73165130615234,81.45859336853027
"Tolerance helps us love, trust, and understand each other.",65.61255645751953,64.98545265197754
"Tolerance helps us love, trust, and understand each other.",65.61255645751953,64.98545265197754
"They are still in touch, but they have divorced.",67.44871997833252,63.884018898010254
Notice the link between the above and the following.,70.99971580505371,45.082093238830566
Notice the link between the above and the following.,70.99971580505371,45.082093238830566
"He studied from classical works to popular novels, thirsty.",57.97274208068848,57.63816833496094
"He studied from classical works to popular novels, thirsty.",57.97274208068848,57.63816833496094
"Bring popular, extraordinary information to readers' home life.",53.14088582992554,52.71788215637207
"Bring popular, extraordinary information to readers' home life.",53.14088582992554,52.71788215637207
"As soon as he heard the news of his admission, his emotions became suddenly excited.",72.25280857086182,72.61315059661865
"As soon as he heard the news of his admission, his emotions became suddenly excited.",72.25280857086182,72.61315059661865
It is not difficult to imagine how excited my brother was when he received an admission notice from Tsinghua University.,63.471739768981934,71.23833274841309
It is not difficult to imagine how excited my brother was when he received an admission notice from Tsinghua University.,63.471739768981934,71.23833274841309
Their attempts to escape have not succeeded for criminals.,74.24029731750488,68.60732460021973
Their attempts to escape have not succeeded for criminals.,74.24029731750488,68.60732460021973
He did not manually perform a foolish task for half an hour.,59.45395088195801,57.57853412628174
He did not manually perform a foolish task for half an hour.,59.45395088195801,57.57853412628174
The mother went home as soon as she did it without rest.,80.13193416595459,80.92334079742432
The mother went home as soon as she did it without rest.,80.13193416595459,80.92334079742432
"She likes to sing by imitating the singer, and it is very good.",72.58095359802246,64.11377048492432
"She likes to sing by imitating the singer, and it is very good.",72.58095359802246,64.11377048492432
Children like to always imitate the actions of adults.,84.04572868347168,81.96783065795898
Children like to always imitate the actions of adults.,84.04572868347168,81.96783065795898
"If you don't put in the effort to study, you will be disadvantaged in competition.",71.51767826080322,63.75203323364258
"If you don't put in the effort to study, you will be disadvantaged in competition.",71.51767826080322,63.75203323364258
"The manager emphasized my brother, so his work was harder.",69.49642372131348,66.73464488983154
"The manager emphasized my brother, so his work was harder.",69.49642372131348,66.73464488983154
This project is what everyone strives to achieve artificially.,59.95293426513672,66.80925941467285
This project is what everyone strives to achieve artificially.,59.95293426513672,66.80925941467285
They won the championship in the men's table tennis doubles due to the tacit understanding.,65.47040367126465,64.61502361297607
They won the championship in the men's table tennis doubles due to the tacit understanding.,65.47040367126465,64.61502361297607
The cadres in our class can cooperate with each other at work and are very interested.,75.17618656158447,70.67973518371582
The cadres in our class can cooperate with each other at work and are very interested.,75.17618656158447,70.67973518371582
"My mother and dad cooperate well in life, and our family always has a warm and harmonious atmosphere.",75.21375751495361,72.41014194488525
"My mother and dad cooperate well in life, and our family always has a warm and harmonious atmosphere.",75.21375751495361,72.41014194488525
Young students should not be bullied by senior students.,76.19833278656006,77.85470581054688
Young students should not be bullied by senior students.,76.19833278656006,77.85470581054688
The declaration's content should be concise and signed by the applicant or their entrusted agent.,67.39179611206055,67.44552898406982
The declaration's content should be concise and signed by the applicant or their entrusted agent.,67.39179611206055,67.44552898406982
He took the test paper home and asked his father to sign it.,73.28645706176758,72.19245338439941
He took the test paper home and asked his father to sign it.,73.28645706176758,72.19245338439941
"While we do not exclude foreign aid, we have always emphasized self-reliance.",69.84158515930176,61.23878479003906
"While we do not exclude foreign aid, we have always emphasized self-reliance.",69.84158515930176,61.23878479003906
"Both the market and the organization of operations are emphasized, making it almost invincible.",76.24270629882812,74.6908950805664
"Both the market and the organization of operations are emphasized, making it almost invincible.",76.24270629882812,74.6908950805664
We must work together and understand each other. Everyone should emphasize consistency and require the same difference.,73.56531524658203,73.2463493347168
We must work together and understand each other. Everyone should emphasize consistency and require the same difference.,73.56531524658203,73.2463493347168
"If your child is sick, parents should check whether the company allows you to take a paid leave.",83.07013893127441,80.6125259399414
"If your child is sick, parents should check whether the company allows you to take a paid leave.",83.07013893127441,80.6125259399414
The young man gave people a feeling of twilight and lacked vitality.,69.7575044631958,69.87864875793457
The young man gave people a feeling of twilight and lacked vitality.,69.7575044631958,69.87864875793457
"Our friends will know us when you are happy. When our friends are in trouble, we will know them.",83.38813018798828,78.03759384155273
To know yourself is the most difficult thing in life.,81.48560333251953,79.59155464172363
To know yourself is the most difficult thing in life.,81.48560333251953,79.59155464172363
"In adversity, it is very important to understand and improve yourself correctly.",65.73971557617188,65.04877185821533
"In adversity, it is very important to understand and improve yourself correctly.",65.73971557617188,65.04877185821533
We must summarize experience from success and also learn lessons from failure.,81.62320327758789,84.34798526763916
We must summarize experience from success and also learn lessons from failure.,81.62320327758789,84.34798526763916
