refs,hyps,original_bleu1,original_bleu2,original_bleu3,original_bleu4,reordered_bleu1,reordered_bleu2,reordered_bleu3,reordered_bleu4,original_rouge,reordered_rouge,original_bert,reordered_bert,original_bleurt,reordered_bleurt
,"{'später bilden sich stellenweise nebel oder hochnebelfelder .', '01November_2010_Monday_tagesschau-136'}",66.18726769384463,40.8516685199919,29.062112480751335,0.0,62.50000000000002,42.25771273642582,30.98990471205468,0.0,70.10475423042197,62.49999999994999,92.66390800476074,92.28715300559998,0.7891693711280823,0.7363367080688477
,"{'01November_2010_Monday_tagesschau-137', 'morgen lässt der schneefall allmählich nach .'}",28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428571378572,0.0,72.51540422439575,73.23883771896362,0.26419365406036377,0.21852374076843262
,"{'in weiten teilen deutschlands schwacher bis mäßiger wind aus unterschiedlichen richtungen .', '08May_2010_Saturday_tagesschau-175'}",16.666666666666668,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,18.571428571359508,18.571428571359508,72.27896451950073,72.37538695335388,0.47466546297073364,0.47916311025619507
,"{'die feuchte luft im südosten verlagert sich nach osten in der sich einzelne gewitterschauer und gewitter entwickeln können .', '08May_2010_Saturday_tagesschau-176'}",47.368421052631575,39.735970711951325,30.316565239292984,20.42819529610957,21.052631578947366,15.29438225803745,11.122565872945906,0.0,50.68918302138757,22.904045338998987,79.67222929000854,72.67404198646545,0.435840904712677,0.4030911326408386
,"{'24November_2011_Thursday_heute-224', 'ähnliches wetter dann auch heute mit sechs bis elf grad .'}",45.45454545454545,30.15113445777636,21.616643908267584,0.0,27.272727272727277,16.514456476895415,0.0,0.0,45.454545454495445,28.44272844266985,80.34471869468689,77.16657519340515,0.7120193839073181,0.7052946090698242
,"{'in der nordhälfte beginnt die nacht mit teilweise kräftigen schauern und gewittern die später auch mal dichter werden .', '21August_2011_Sunday_tagesschau-263'}",31.460935049288132,17.277390606799415,11.445765832396242,0.0,18.949213184258085,9.734232924857073,0.0,0.0,28.95984463354106,14.925558312615781,82.02288150787354,76.33553147315979,0.5260024070739746,0.5077018141746521
,"{'22November_2010_Monday_heute-283', 'bis zum abend beruhigt sich das wetter vorübergehend bevor sich wieder der nebel ausbreitet .'}",26.66666666666667,19.51800145897067,14.310092685025484,0.0,19.999999999999996,16.90308509457033,13.001582051648183,0.0,27.520836737972665,21.693121693055346,74.59182143211365,74.61034059524536,0.4549911618232727,0.35821348428726196
,"{'und nun die wettervorhersage für morgen freitag den fünfzehnten oktober .', '14October_2010_Thursday_tagesschau-287'}",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,81.81818181818183,75.67874686642696,68.26924810955322,58.77283725105324,99.99999999994999,85.32818532812672,99.99999403953552,94.28704380989075,1.0014368295669556,0.8411544561386108
,"{'14October_2010_Thursday_tagesschau-290', 'an den küsten ist es stark bewölkt in der nordhälfte regnet es mitunter kräftig .'}",10.916410041039759,0.0,0.0,0.0,5.83448879361965,0.0,0.0,0.0,11.92570869987219,6.201737451700957,69.00002956390381,69.38992738723755,0.4174814224243164,0.38027188181877136
,"{'heute nacht ist es im süden verbreitet klar örtlich bildet sich nebel .', '14October_2010_Thursday_tagesschau-291'}",69.23076923076921,58.834840541455215,50.11627948853365,44.08231875586728,46.15384615384615,33.968311024337865,0.0,0.0,69.23076923071922,15.949044585929906,82.34025239944458,77.59137153625488,0.5671554207801819,0.5158244967460632
,"{'im norden und nordwesten regnet es gebietsweise teilweise auch kräftig auch gewitter sind mit dabei .', '14October_2010_Thursday_tagesschau-294'}",56.24999999999999,43.30127018922193,29.92042402942877,21.305413619585096,31.250000000000007,0.0,0.0,0.0,56.24999999994999,25.752911256803817,84.0405523777008,71.56479358673096,0.6818984746932983,0.5677313208580017
,"{'morgen wird es überwiegend sonnig .', '06April_2010_Tuesday_tagesschau-306'}",23.884377019126312,0.0,0.0,0.0,14.108028748176901,0.0,0.0,0.0,27.47252747250878,15.205724508016866,78.60280275344849,75.77282190322876,0.8263768553733826,0.6748780608177185
,"{'am samstag regnet es in der südosthälfte gebietsweise kräftig an der nordsee ist es weiter windig sonst regnet es mancherorts und stellenweise zeigt sich die sonne .', '12May_2010_Wednesday_tagesschau-323'}",66.66666666666669,55.470019622522905,44.16635478536996,34.61631665891904,48.148148148148145,33.333333333333336,20.714883373025728,0.0,64.10531683614703,45.25081188432329,84.36076045036316,79.04160022735596,0.6298196315765381,0.568444013595581
,"{'am donnerstag in der südosthälfte weiter unbeständiges wetter in der nordwesthälfte wird es zunehmend freundlicher .', '12April_2010_Monday_tagesschau-365'}",43.74999999999999,29.580398915498076,18.420157493201934,0.0,24.999999999999996,12.909944487358057,0.0,0.0,43.74999999995,25.752911256803817,83.91677141189575,79.23348546028137,0.6356192827224731,0.5197622776031494
,"{'im westen und nordwesten lockert es später wieder auf .', '12July_2010_Monday_tagesschau-373'}",63.33861926251719,50.469419878866006,38.623864841264314,29.377167835760567,49.99999999999999,40.82482904638629,34.66806371753173,27.77619034011791,66.36636636632652,39.999999999950006,87.60111331939697,84.37916040420532,0.7550827860832214,0.6587315201759338
,"{'morgen im osten und südosten eine mischung aus sonne und wolken teilweise gibt es kräftige schauer oder gewitter .', '12July_2010_Monday_tagesschau-374'}",80.53415603309686,69.5163277396321,58.93407892484591,48.98448862114775,74.89969579077137,62.83114471916325,50.94069779233908,39.159269732992925,74.62779156323612,61.457702402539624,93.26954483985901,92.0557975769043,0.719115138053894,0.7050862312316895
,"{'17February_2011_Thursday_heute-387', 'am tag null grad bei dauerfrost im norden bis minus fünf grad .'}",61.07097367830395,53.18203081300615,46.733515317882976,42.43076721113252,39.572488576635756,23.78010611012886,16.396083391577736,0.0,60.78182107100406,28.284278535500345,80.26453256607056,72.30914235115051,0.4791969060897827,0.3973032832145691
,"{'in der neuen woche strömt dann noch kühlere luft zu uns .', '17April_2010_Saturday_tagesschau-399'}",56.43211499270762,29.47071089565879,0.0,0.0,30.668147154310777,22.64992775278616,0.0,0.0,45.617173524117035,31.89808917193299,82.58302211761475,76.58227682113647,0.7080582976341248,0.6281342506408691
,"{'17April_2010_Saturday_tagesschau-406', 'am dienstag scheint häufig die sonne hier und da aber auch mal dichtere wolken und gelegentlich unbeständige schauer oder gewitter .'}",23.80952380952381,15.430334996209194,0.0,0.0,9.523809523809524,0.0,0.0,0.0,25.751375758365096,10.300550303306538,76.29712224006653,71.85711860656738,0.49055761098861694,0.35543859004974365
,"{'am sonntag im norden und in der mitte niederschläge im norden und nordwesten im norden stürmische böen .', '01October_2009_Thursday_tagesschau-420'}",61.1111111111111,53.62664443598957,47.59896445368891,43.54294657746997,27.777777777777775,18.077538151554684,12.6877962834825,0.0,64.26269137786073,28.524895300084204,85.64649224281311,71.26352787017822,0.43845903873443604,0.37411755323410034
,"{'01October_2009_Thursday_tagesschau-421', 'richtung süden ist es freundlicher .'}",33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.77712609964235,0.0,70.81350684165955,72.24115133285522,0.6988848447799683,0.6124606728553772
,"{'am donnerstag gibt es wieder eine neue wetterfront ein neues unwettertief das für deutschland temperaturunterschiede sorgt mit sechsundzwanzig bis sechsundzwanzig grad .', '04May_2010_Tuesday_heute-460'}",27.272727272727277,11.396057645963799,0.0,0.0,4.545454545454546,0.0,0.0,0.0,28.44272844266985,4.740454740396151,76.89290046691895,74.26016330718994,0.5121685862541199,0.41580939292907715
,"{'auch am samstag regnet oder schneit es verbreitet später wird es im westen und norden freundlicher .', '30January_2013_Wednesday_tagesschau-476'}",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,82.35294117647057,71.7430053979439,62.161569436580436,51.18285025257892,99.99999999994999,42.34654234648664,100.0,89.84847068786621,0.9527773261070251,0.6263903379440308
,"{'07February_2010_Sunday_tagesschau-499', 'im südwesten werte nahe dem gefrierpunkt im osten bis minus sieben grad .'}",78.35055280819599,69.5459380028764,62.51222329149687,57.991506770919095,61.538461538461554,55.470019622522905,48.18678837182909,38.67706276352344,81.25885448285601,61.53846153841154,93.251633644104,92.07602143287659,0.6937987208366394,0.737592875957489
,"{'im süden beginnt die nacht teilweise noch frostig .', '20October_2011_Thursday_tagesschau-506'}",9.942659075715216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4684788894928,0.0,72.08980321884155,72.28941917419434,0.5898697376251221,0.5519232153892517
,"{'am tag sechs grad an den alpen dreizehn grad am oberrhein .', '20October_2011_Thursday_tagesschau-513'}",92.00444146293236,87.72279297934199,82.73854775325815,76.7733168433653,83.33333333333334,67.41998624632421,44.9644313022609,0.0,95.69426751588205,66.66666666661666,94.06973719596863,90.84765911102295,0.7926496267318726,0.6904479265213013
,"{'14October_2009_Wednesday_tagesschau-516', 'und nun die wettervorhersage für morgen sonntag den fünfzehnten oktober .'}",90.90909090909088,85.28028654224414,78.56009758726493,70.16879391277372,90.90909090909088,73.85489458759959,62.35319077637435,49.616830003403614,90.9090909090409,81.8181818181318,96.58164978027344,92.82518029212952,0.8222200870513916,0.7679569721221924
,"{'heute nacht plus vier grad an der ostsee und minus ein grad in der mitte .', '14October_2009_Wednesday_tagesschau-526'}",74.99999999999997,63.245553203367585,55.5513224287824,50.67309892897293,68.75000000000001,52.44044240850757,33.99472648478799,0.0,74.99999999994999,51.50582251366368,86.58687472343445,84.48004722595215,0.6315721273422241,0.6395331621170044
,"{'und nun die wettervorhersage für morgen mittwoch den dreizehnten oktober .', '12October_2009_Monday_tagesschau-548'}",90.90909090909088,85.28028654224414,78.56009758726493,70.16879391277372,72.7272727272727,66.05782590758162,57.88357480954935,46.92470064105599,90.9090909090409,75.84727584721726,97.10006713867188,93.03156733512878,0.7962015271186829,0.73145592212677
,"{'im nordwesten freundlicher .', '12October_2009_Monday_tagesschau-560'}",30.326532985631665,0.0,0.0,0.0,19.47001957678512,0.0,0.0,0.0,37.1428571428493,21.693121693096163,80.73759078979492,80.24423718452454,0.4280964732170105,0.2691669464111328
,"{'12October_2009_Monday_tagesschau-561', 'auch am donnerstag noch wechselhaftes wetter .'}",71.42857142857146,48.795003647426675,36.24601243342974,0.0,42.85714285714285,37.79644730092272,30.571070873287994,0.0,57.14285714280714,45.61717352408751,80.65609931945801,87.33965754508972,0.7117519378662109,0.6898206472396851
,"{'am freitag gibt es viele wolken die gebietsweise regen bringen .', '12October_2009_Monday_tagesschau-562'}",72.7272727272727,60.3022689155527,43.233287816535174,0.0,54.54545454545453,23.35496832484569,0.0,0.0,78.44660194168223,30.113944655384127,88.87308239936829,84.39257144927979,0.7833080887794495,0.7628347873687744
,"{'im osten und südosten schneit es teilweise noch kräftig .', '12October_2009_Monday_tagesschau-563'}",49.99999999999999,40.82482904638629,34.66806371753173,27.77619034011791,30.000000000000004,25.819888974716118,20.274006651911343,0.0,52.34239444759824,32.539682539616194,79.69982624053955,78.41956615447998,0.7236624360084534,0.6415992975234985
,"{'25February_2011_Friday_tagesschau-568', 'am tag in der osthälfte viel sonne in der westhälfte hier und da schauer zwischen niederrhein und küsten .'}",57.89473684210525,47.44957310981936,37.5570866689132,28.52636439147137,47.368421052631575,36.27381250550059,24.92235974845725,0.0,61.953445915043446,51.534102012831305,84.05616283416748,79.59371209144592,0.3931625187397003,0.3714768886566162
,"{'09July_2010_Friday_tagesschau-591', 'später sind die schauer und gewitter dann meist nur noch im westen unterwegs aber besserung in der osthälfte und im osten ist das gewitterrisiko am höchsten .'}",33.333333333333336,19.611613513818398,11.544156732643193,0.0,25.925925925925927,14.121975762272054,0.0,0.0,24.640192901746765,16.507936507867445,74.97621774673462,73.76728653907776,0.4619298577308655,0.42502903938293457
,"{'morgen vormittag an der ostsee noch kräftige böen sonst weht der wind schwach bis mäßig .', '06October_2010_Wednesday_tagesschau-638'}",73.01257341294418,67.44612626270498,63.25149411058876,59.01281683318052,58.410058730355345,46.07447567790887,32.843301010250215,21.463762655360732,81.34920634918082,48.809523809498266,92.9410994052887,87.39728927612305,0.7425431609153748,0.6584768295288086
,"{'14December_2010_Tuesday_heute-650', 'allerdings gibt es schon plusgrade sonst bleibt es überall frostig .'}",45.45454545454545,36.92744729379982,24.744880157997635,0.0,27.272727272727277,23.35496832484569,18.232183586428963,0.0,45.454545454495445,28.44272844266985,83.25008749961853,82.07460045814514,0.5642375349998474,0.5339155793190002
,"{'14December_2010_Tuesday_heute-651', 'vor allem kälter bleibt es im süden und osten .'}",19.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999950003,0.0,74.30229187011719,72.75264263153076,0.5406215786933899,0.5892319679260254
,"{'und nun die wettervorhersage für morgen sonntag den zwölften juni .', '11July_2009_Saturday_tagesschau-655'}",90.90909090909088,85.28028654224414,82.70230439802374,80.70557274927978,72.7272727272727,66.05782590758162,57.88357480954935,46.92470064105599,90.9090909090409,75.84727584721726,98.78705143928528,95.21478414535522,0.7858079075813293,0.7181365489959717
,"{'11July_2009_Saturday_tagesschau-664', 'heute nacht sinken die temperaturen auf vierzehn bis sieben grad .'}",83.00915602566019,82.59306741035519,82.11410885863806,81.55395405382076,63.63636363636361,35.67530340063379,24.182300505090147,0.0,86.62961752202527,45.454545454495445,95.00563144683838,90.90186357498169,0.8287153840065002,0.7832436561584473
,"{'11July_2009_Saturday_tagesschau-665', 'morgen reichen die temperaturen von siebzehn grad im vogtland bis fünfundzwanzig grad am oberrhein .'}",59.999999999999986,50.70925528371098,42.93027805507643,33.88714363186177,46.66666666666667,40.82482904638629,33.755319058958186,23.793665482062607,63.63962670489127,50.61728395055094,85.36806106567383,83.12921524047852,0.6663855910301208,0.5737655162811279
,"{'am dienstag und mittwoch wechseln sich sonne und wolken ab hier und da fallen schauer in der südosthälfte auch kräftige gewitter .', '11July_2009_Saturday_tagesschau-667'}",59.09090909090908,44.381268229929724,34.025914324743205,25.376192011638008,22.727272727272727,10.40312973220599,0.0,0.0,58.834951456245335,19.870188291173317,88.2509708404541,77.45696902275085,0.6934925317764282,0.5744332671165466
,"{'31January_2011_Monday_tagesschau-668', 'und nun die wettervorhersage für morgen dienstag den ersten februar .'}",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,81.81818181818183,75.67874686642696,68.26924810955322,58.77283725105324,99.99999999994999,85.32818532812672,100.0,95.990651845932,0.9467209577560425,0.8145972490310669
,"{'in der osthälfte zunächst noch freundlich später auch im nordwesten sonnig sonst wolkenlücken .', '04August_2011_Thursday_tagesschau-712'}",33.80065871308584,23.384400828851977,16.859213520829393,0.0,21.66180927545119,10.053147792686879,0.0,0.0,43.75964053383281,26.530612244890122,76.0647714138031,70.5271303653717,0.45395833253860474,0.39568591117858887
,"{'bei schauern und gewittern starke böen .', '04August_2011_Thursday_tagesschau-713'}",16.13480348593598,0.0,0.0,0.0,9.30627225044365,0.0,0.0,0.0,20.31063321385475,11.094564408029663,76.12583041191101,67.75617003440857,0.3909981846809387,0.2989802062511444
,"{'am tag halten sich über dem bergland zunächst noch viele wolken später bilden sich vor allem im südwesten einzelne gewitter .', '26June_2010_Saturday_tagesschau-724'}",45.40461689683223,29.425554861891772,16.31817840978898,0.0,28.57142857142857,20.701966780270627,13.114644961908686,0.0,32.522979556939106,19.04761904756905,75.42899250984192,72.3332166671753,0.3800554871559143,0.29623275995254517
,"{'26June_2010_Saturday_tagesschau-725', 'der wind weht meist nur schwach .'}",64.41233940645306,28.403171905560104,0.0,0.0,61.91984998215586,51.80586332905648,45.316732120693715,37.68499164492418,48.50746268654467,66.08187134499369,85.8873188495636,89.7695779800415,0.5823796391487122,0.5746365785598755
,"{'und jetzt wünsche ich ihnen noch einen schönen abend .', '19April_2010_Monday_heute-782'}",90.0,89.44271909999159,88.79040017426006,88.01117367933934,70.00000000000003,39.44053188733078,26.89047743374241,0.0,94.21631000572432,54.232804232737884,98.52739572525024,96.02192044258118,0.912156879901886,0.8389930725097656
,"{'im westen und nordwesten gibt es einzelne schauer .', '06October_2011_Thursday_tagesschau-823'}",77.77777777777777,69.72166887783968,59.281555074834415,43.167001068522545,55.55555555555555,45.64354645876385,30.98990471205468,0.0,81.78887993547556,36.380597014857976,95.80303430557251,90.14730453491211,0.681448221206665,0.6017855405807495
,"{'06October_2011_Thursday_tagesschau-825', 'der wind weht schwach bis mäßig an den küsten frisch dort bei schauern stürmische böen .'}",46.632887897647514,16.054079841168555,0.0,0.0,27.578028205768614,0.0,0.0,0.0,28.160657234108427,17.526188557577502,77.91693806648254,72.84625172615051,0.43255531787872314,0.2996918261051178
,"{'04December_2009_Friday_tagesschau-833', 'und nun die wettervorhersage für morgen samstag den fünften september .'}",90.90909090909088,85.28028654224414,82.70230439802374,80.70557274927978,72.7272727272727,66.05782590758162,57.88357480954935,46.92470064105599,90.9090909090409,75.84727584721726,95.60820460319519,93.29474568367004,0.8064404129981995,0.7447795271873474
,"{'das wetter beruhigt sich vorübergehend und morgen übernimmt wieder ein atlantischer tiefausläufer die wetterregie .', '04December_2009_Friday_tagesschau-834'}",26.66666666666667,0.0,0.0,0.0,19.999999999999996,0.0,0.0,0.0,28.284278535472772,21.693121693055346,74.18288588523865,73.05471301078796,0.5763380527496338,0.5366912484169006
,"{'wolken bringt regen im bergland zum teil auch schnee .', '04December_2009_Friday_tagesschau-835'}",51.85727544772027,35.78491978780161,22.803801652959717,0.0,37.04091103408589,24.693940689390597,0.0,0.0,58.89896778227458,33.656553018433485,84.77250337600708,81.19529485702515,0.44127577543258667,0.42452579736709595
,"{'04December_2009_Friday_tagesschau-844', 'am sonntag wird es milder dazu viele wolken und zeitweise regen in der nordwesthälfte windig .'}",55.156056411537236,36.02778518198154,20.15054334497523,0.0,20.725727954510006,10.702719894112372,0.0,0.0,58.42062852534542,22.528525787280497,86.6607666015625,77.865731716156,0.7187913060188293,0.56270831823349
,"{'am montag und dienstag unbeständiges wetter hier und da zeigt sich auch mal die sonne .', '04December_2009_Friday_tagesschau-845'}",74.99999999999997,63.245553203367585,52.275795857471,38.50322886878711,56.24999999999999,47.434164902525694,40.059435451459876,34.89981252688509,79.29824561397368,59.4736842104649,85.72070598602295,82.63523578643799,0.6851268410682678,0.6312187910079956
,"{'11July_2011_Monday_tagesschau-849', 'heute nacht ist es meist nur locker bewölkt oder klar über die nordwesthälfte ziehen hier und da dünne schleierwolken .'}",52.31761834753929,48.55244163884743,46.363367152450444,44.4492897203408,44.99999999999999,43.5285750066007,41.92355909453149,40.1577332834242,53.59480910719102,44.999999999950006,84.45301651954651,82.90284872055054,0.6873388290405273,0.6570855379104614
,"{'auch morgen verbreitet zum teil kräftige schauer und gewitter die örtlich unwetterartig sein können .', '28July_2010_Wednesday_tagesschau-864'}",26.66666666666667,0.0,0.0,0.0,19.999999999999996,0.0,0.0,0.0,28.92416225742925,14.704632384121577,79.00031208992004,78.2799780368805,0.4577503800392151,0.4467940330505371
,"{'am samstag wird es langsam wieder freundlicher und trockener und auch etwas wärmer .', '28July_2010_Wednesday_tagesschau-871'}",35.71428571428571,23.440361546924777,0.0,0.0,14.285714285714283,0.0,0.0,0.0,39.87906708890352,15.970515970450775,82.52682685852051,82.81635046005249,0.7379801869392395,0.7515133023262024
,"{'am sonntag zieht von westen wieder regen heran der sich im laufe des tages weiter richtung südosten ausbreitet .', '28July_2010_Wednesday_tagesschau-872'}",31.57894736842106,13.245323570650438,0.0,0.0,31.57894736842106,13.245323570650438,0.0,0.0,35.31135531128963,29.426129426063746,77.99098491668701,75.63172578811646,0.5518156886100769,0.5326372981071472
,"{'23October_2010_Saturday_tagesschau-895', 'an der nordsee und auf den bergen schwere sturmböen .'}",90.0,83.66600265340755,75.91472429689156,65.80370064762461,49.99999999999999,33.333333333333336,0.0,0.0,89.99999999994999,41.87391555806672,98.63482713699341,85.0741982460022,0.8458954095840454,0.6243798136711121
,"{'wolken sorgen dafür dass es in der nacht zwei bis acht grad frostig wird .', '23October_2010_Saturday_tagesschau-896'}",46.66666666666667,31.62277660168379,24.871131731971634,18.92240568795936,33.333333333333336,21.821789023599234,15.415080049095202,0.0,51.999999999930935,29.82456140344191,76.87906622886658,75.82195997238159,0.6878132224082947,0.6999415159225464
,"{'31March_2010_Wednesday_tagesschau-999', 'und nun die wettervorhersage für morgen donnerstag den ersten april .'}",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,83.66600265340763,72.99198566479815,61.79654585112238,99.99999999994999,90.9090909090409,100.0,96.00464105606079,0.9682979583740234,0.8406407237052917
,"{'in der nacht lenkt ein tief über norddeutschland kältere luft heran die uns morgen wieder unbeständiges wetter beschert .', '31March_2010_Wednesday_tagesschau-1000'}",26.31578947368421,0.0,0.0,0.0,15.789473684210527,0.0,0.0,0.0,28.630056673765452,17.40081224610433,74.97954368591309,74.47841167449951,0.5294160842895508,0.5282521843910217
,"{'am freitag mal sonne mal wolken mal schauer hier und da zeigt sich die sonne auch für längere zeit .', '31March_2010_Wednesday_tagesschau-1008'}",85.00000000000001,76.26132357679228,70.83419331601236,65.86134739641669,44.99999999999999,26.655699499159155,15.804080051174436,0.0,79.99999999995,35.85032640145262,91.57212376594543,74.65781569480896,0.5692777037620544,0.43659836053848267
,"{'ansonsten gibt es eine mischung aus nebel wolken und sonne .', '29October_2009_Thursday_tagesschau-1013'}",41.52547563801129,30.79611696025472,20.018666931862025,0.0,24.90274680769807,0.0,0.0,0.0,46.6748466257433,25.988885256579046,77.17639803886414,71.58287167549133,0.572617769241333,0.4891887903213501
,"{'die neue woche beginnt wechselhaft und wieder kühler .', '29October_2009_Thursday_tagesschau-1024'}",88.8888888888889,81.6496580927726,72.49202486685948,66.06328636027612,66.66666666666669,40.82482904638629,0.0,0.0,93.4730056405521,36.380597014857976,98.05521965026855,84.3982994556427,0.840832531452179,0.7545244097709656
,"{'es wird ja morgen schon wärmer als heute hier im süden bis zu dreißig grad fünfundzwanzig grad auch im süden wird es noch wärmer als heute hier im südwesten bis zu fünfundzwanzig grad .', '27April_2010_Tuesday_heute-1028'}",35.29411764705882,25.332019855244937,12.610429748420032,0.0,20.588235294117645,7.898644934440117,0.0,0.0,35.66604161729181,19.698910954447662,78.08535099029541,72.2800076007843,0.5261527895927429,0.5550829768180847
,"{'am donnerstag wird es wieder trockener und am sonntag auch etwas wärmer .', '27April_2010_Tuesday_heute-1038'}",30.769230769230774,22.645540682891916,0.0,0.0,15.384615384615385,11.322770341445958,0.0,0.0,31.898089171917164,16.439909296988624,77.81895995140076,78.54287624359131,0.5428556799888611,0.5760388970375061
,"{'und am nachmittag oder abend gibt es vielleicht auch mal ein paar regenschauer im norden .', '27April_2010_Tuesday_heute-1039'}",49.99999999999999,40.82482904638629,32.931687800417464,27.22589423069701,18.75,11.180339887498945,0.0,0.0,52.86549707596199,13.5070713490524,87.19757199287415,81.47884011268616,0.6721363663673401,0.5951007604598999
,"{'06September_2010_Monday_tagesschau-1147', 'der wind weht schwach bis mäßig im norden frisch mit starken bis stürmischen böen an den küsten und auf den bergen schwere sturmböen .'}",57.50277591433272,33.913287060583684,21.26760700997402,14.328025462034935,35.96960464159268,17.320926159743912,10.936406527692963,0.0,39.872611464926614,20.39118476004794,81.26196265220642,76.71958804130554,0.599589467048645,0.5137760043144226
,"{'06September_2010_Monday_tagesschau-1153', 'am donnerstag wechselhaft aber am freitag wird es von westen zunehmend freundlicher .'}",71.22777528017816,57.42566831466844,43.669458430507284,35.24025452531097,53.846153846153854,36.68996928526713,23.04450251853145,0.0,73.87168589350162,53.84615384610384,90.5615508556366,87.007075548172,0.6526969075202942,0.5356181263923645
,"{'06November_2010_Saturday_tagesschau-1162', 'schwacher bis mäßiger im bergland zum teil frischer an der nordsee zum teil starker bis stürmischer wind aus süd bis südwest .'}",39.091215120066174,18.86142958060863,11.934187395350545,0.0,31.818181818181817,17.40776559556978,11.485555943044822,0.0,35.52049090506089,27.272727272677272,78.90201210975647,73.60764145851135,0.4086308479309082,0.3382899761199951
