text_ids,original_i2t,reordered_i2t
There will be strong showers or thunderstorms tomorrow in the east and southeast with a mix of sun and clouds.,73.00045585632324,71.99163436889648
"In the north, temperatures range from just around zero degrees in the coldest areas to minus five degrees.",77.53003883361816,65.8304386138916
"In the coming week, the air that reaches us is much cooler.",69.34218120574951,67.6679573059082
"Sometimes on Tuesday, some of them are friendly, with rain showers and sometimes also thunderstorms.",64.70275592803955,66.52249717712402
It is stormy in the north on Sunday and in the middle of showing.,84.96232509613037,79.5512466430664
"In the south, the weather is friendly.",58.31959915161133,58.59003257751465
"Thursday will be really blatant, with storms expected in Germany and large temperature differences ranging from six to twenty degrees.",76.91844940185547,78.07277488708496
"On Saturday, it also rains or snowed, spreading later in the west and north.",76.9683837890625,77.6633529663086
"Tomorrow in the southwest, freezing values range from minus seven degrees in the east.",72.11834621429443,66.55608940124512
Night frost must be expected in the southern half.,73.12146663665771,68.08509635925293
Six degrees on the Alps and thirteen degrees on the Upper Rhine on the day.,85.48549461364746,84.15463638305664
"And now the weather forecast for Thursday, the fifteenth of October tomorrow.",77.29084777832031,74.94379806518555
Tonight ranges from plus four degrees on the Baltic Sea to minus four degrees in the low mountain areas.,88.84257411956787,91.36625671386719
"And now the weather forecast for Tuesday, October thirteenth, tomorrow.",85.70636749267578,80.24482727050781
The west is friendly.,67.11551475524902,60.24184608459473
then similar weather on Thursday,61.9921932220459,60.831058502197266
Many clouds bring the rain on Friday.,76.1268424987793,72.85259532928467
"In the east and southeast, snow or snow is also possible.",79.28375053405762,72.26411056518555
"On the day it rains between Lower Rhine and East Frisia, there is a lot of sun in the eastern and western halves.",89.61060905456543,75.4047966003418
"First of all, the thunderstorm not only increases in the west from day to day, but it also increases to the east.",78.10897064208984,82.62266540527344
"Tomorrow morning, strong gusts still occur on the Baltic Sea; otherwise, the wind blows weak to moderately from east to southeast.",85.1264476776123,83.18426704406738
"Even with slight plus degrees, it remains frosty otherwise.",74.42975425720215,78.19843864440918
The coldest corner will remain the entire southeast.,84.0568037033081,79.80349540710449
"And now the weather forecast for Sunday, July the twelfth, tomorrow.",77.17312812805176,72.45256614685059
The temperatures drop to seven to fourteen degrees at night.,85.13734912872314,80.1413402557373
"Tomorrow, maximum values will be between seventeen degrees in the Emsland and twenty-five degrees on the Upper Rhine.",78.29030990600586,73.41580581665039
"On Tuesday and Wednesday, the sun sometimes clouds with heavy thunderstorms in the southeastern half.",71.57264614105225,72.68887329101562
"And now the weather forecast for Tuesday, February tomorrow.",83.48208427429199,80.53678321838379
"The day begins in the east, with a friendly demeanor, and later in the northwest, the sun predominates more often while the clouds otherwise dominate.",75.20586013793945,75.56204986572266
There are showers and thunderstorms in many places that can be violent.,74.62979221343994,72.67895317077637
"Clouds can especially form in places above the mountain country during the day, and in the southwest, isolated heat weather has to be expected.",65.62401866912842,65.06493377685547
The wind blows weakly from western directions most of the time.,70.66496849060059,60.06647491455078
I wish you a nice evening now.,68.73039817810059,67.66739654541016
Individual showers fall in the northwest and west.,78.81663703918457,75.11915588378906
Strong to stormy gusts with fresh wind near showers on the North Sea and partially storm gusts on the mountains.,61.380523681640625,61.25767707824707
"And now the weather forecast for Saturday, December Fifth, tomorrow.",82.37423515319824,75.59165000915527
"Tomorrow, after a short calming of the weather, a new low-pressure system will reach us from the west.",69.95153427124023,61.31995487213135
He provides clouds that bring the rain in the mountains again.,75.04731845855713,73.511155128479
"Starting Sunday, it will be mild again with many clouds, occasional rain, and wind in the northwest.",78.16113471984863,76.78958797454834
The sun can also be seen here and there on Monday and Tuesday.,68.02281188964844,65.9714298248291
"Tonight it is usually cloudy or clear, but in the northwest, there are sometimes a few denser clouds.",79.14362716674805,73.63013648986816
Tomorrow is expected to have partially strong showers and thunderstorms.,84.92940711975098,82.01634979248047
"mostly friendly, mostly dry, and warmer on Saturday",85.3650312423706,81.84247398376465
Showers and thunderstorms move up again from the northwest on Sunday.,69.72836494445801,70.70816707611084
Heavy gusts of wind on the mountains and on the North Sea.,66.83434677124023,58.18146514892578
"Under clouds tonight, frost-free at two to eight degrees.",69.59379577636719,71.51198387145996
"The weather forecast for tomorrow, Thursday, April 1st, and now.",81.26068496704102,76.81059646606445
"Together with cool air, the low in Scotland will also ensure changeable weather tomorrow.",74.78562355041504,71.1532039642334
"On Friday, the clouds and the sun take turns, with individual showers in places, and the sun shows itself for a long time.",74.7655897140503,75.49619388580322
"A mixture of partially tough fog fields, clouds, and sunshine awaits us.",72.16147136688232,69.02485084533691
The new week begins cooler and changeable.,85.54218482971191,85.34196662902832
"Tomorrow we already have thirty degrees in the south of France, and for us, probably twenty-five degrees in the southwest.",82.37413501739502,82.49989891052246
"Yes, Thursday is even more beautiful and a little warmer.",71.46076774597168,72.97795867919922
There are probably the first rain showers in the northwest around late afternoon or evening.,74.46543598175049,73.47219562530518
"A fresh wind from east to southeast is also weak to moderate in the north on the North Sea, and it is strong with stormy gusts on the mountains.",73.80032730102539,67.0073013305664
"Still unsteady on Thursday, but it will slowly be friendlier from the west from Friday.",70.69745922088623,69.22275924682617
"The wind in the north half is from east to northeast, weak to moderate on the mountains, with gusts even strong, otherwise from different directions.",72.05377864837646,68.5067081451416
The wind typically comes from various directions and blows gently.,76.3773422241211,55.77099609375
"On Monday, it is changeable, with the sun sometimes appearing, especially in the eastern half, along with some strong showers and thunderstorms.",81.90369033813477,83.0573616027832
Away from the weak to moderate wind of thunderstorms,49.521039962768555,50.67990493774414
"From the southwest to the middle, it usually stays dry.",74.72056198120117,74.4798355102539
"Tomorrow, temperatures on the coast will range from eighteen degrees to twenty-six in the Breisgau.",71.38694763183594,72.50494384765625
"A strong wind blows again from the southeast above all things over Western Pomerania, in addition.",53.12924337387085,45.39909648895264
It will be more changeable again from Sunday as it goes down.,67.05817699432373,60.94421195983887
"Among the rain clouds in the east, it remains milder with fifteen to sixteen degrees.",84.13034343719482,86.51590538024902
"And now the weather forecast for Tuesday, June twenty-first, tomorrow.",74.3410873413086,72.89778995513916
"Tonight, mild sixteen on the Saar, only eight degrees on the Elbe.",60.338510513305664,56.83568000793457
"Tomorrow, on the Hochrhein, warm thirty degrees, fresh eighteen on the North Sea.",67.668044090271,66.61650466918945
"On Thursday, there is still a stormy wind, at least in the north, in this cooler but actually more pleasant air.",63.45272064208984,54.14031457901001
Air flows very mildly to us.,78.29358100891113,58.14061641693115
"And now the forecast for Tuesday, nineteenth April's weather for tomorrow.",91.90278434753418,87.0665454864502
"Tomorrow, in many places, especially in the south and east, thunderstorms are possible and heavy rain may occur at times.",76.98847770690918,69.09662818908691
"Usually, it is heavily cloudy tonight, and it rains or drizzles.",69.95669460296631,69.63376998901367
"Here and there in the northeast, there are more clouds.",74.42687034606934,74.00079917907715
"Often on Friday, the sun seems to be away from the fog areas.",82.10549068450928,83.1008939743042
"Tomorrow, in the north and west, twenty to twenty-three degrees, otherwise twenty-five to twenty-nine degrees.",79.39217758178711,73.34892845153809
"Including mild air, this low pressure area is in your luggage.",79.64372539520264,66.48431205749512
"The floor remains frozen on the Rhine, as I mentioned, but the location relaxes with positive temperatures.",71.07611274719238,70.01487350463867
This picture here usually remains cloudy as it does.,56.039493560791016,52.22136211395264
"In the west, we hardly have snow anymore, but there are exceptions in the low mountain range.",74.78338050842285,73.32947540283203
"However, in the west, it is a little milder with minus four to minus seven degrees.",83.81767272949219,83.64166069030762
Good evening and hello dear spectators.,81.25218677520752,79.76492309570312
Tomorrow it will be similar again in the southeastern half of.,66.50222969055176,65.34165573120117
"In the next few days, this will no longer be the case; overall, it will then be a bit cooler, especially for the weekend.",72.19902229309082,70.38131713867188
We can expect quite cool shower weather on Sunday under the influence of low pressure.,59.52992057800293,46.298763275146484
"This night on the edge of the Alps, the temperature ranges from six degrees up to fifteen degrees on the Oder.",73.0652904510498,71.58123779296875
Thursday on similar weather,65.51762771606445,65.75077724456787
"Initially, it is friendly in the southwest on Friday.",75.54576110839844,70.94504165649414
Temporarily it rains otherwise.,71.35349559783936,60.08419227600098
"In other parts of the country, thanks to a high-pressure zone ranging from the Biscay to the Shetland Islands, it usually becomes friendly.",74.75123691558838,65.10226440429688
"Usually, it is friendly in the western half on Tuesday, otherwise, there are showers or thunderstorms in places.",90.5763454437256,85.63839530944824
The risk of flooding rises again.,52.707855224609375,52.75642108917236
The weather in the southeastern Mediterranean is only slowly calming down.,69.98023319244385,68.3924331665039
On the day in Emsland twelve degrees up to three degrees on Usedom.,57.29368782043457,58.06520080566406
"On Friday, partly sunny in the extreme south, still partly rainy at the beginning.",76.58331489562988,69.51896095275879
"The rain, sometimes heavy, spreads to the south through the middle of the day.",45.931264877319336,49.362351417541504
"Single showers on the Elbe in the northwest, however, much friendlier again.",76.1235179901123,71.33784103393555
Individual showers and thunderstorms also occur on the North Sea otherwise.,32.37565088272095,32.01216125488281
"Initially, it rains a bit in the mountain country, and there is also snow in the west and northwest in the afternoon.",67.39980030059814,68.09697914123535
"And now the weather forecast for Wednesday, the eighth of September, tomorrow.",84.45237350463867,78.86615753173828
"In the north, the wind is weak to moderate, partly fresh from the southeast to the east, and later in the southwest, it turns to a heavy southeast wind with stormy gusts along the coasts.",74.93310356140137,71.73546028137207
It rains especially in some places in the south and east on Thursday.,68.77764892578125,68.95933532714844
"Especially in the east and south, showers or thunderstorms on Sunday are mostly otherwise friendly.",86.62835121154785,85.31930255889893
"In the new week, the weather becomes significantly cooler and changeable.",82.54883193969727,79.53376293182373
"On the day, it was ten degrees on the North Frisian coast and twenty degrees in Lower Bavaria.",67.19937515258789,70.82689476013184
"Then, the new clouds are pushing up here in the northwest. In the afternoon, the first splashes of rain appear on the North Sea, and the wind is freshening up from the south-southwest.",65.2073335647583,74.41751098632812
"In the next few days, we mostly expect cloudy weather with a little rain or snow, as Germany remains under the influence of gravure.",73.6590690612793,61.20569324493408
There are individual snow showers tonight.,61.51302337646485,63.84134101867676
The freezing rain is also local to the northeast.,62.15191650390625,58.32254981994629
"Additionally, a weak to moderate wind blows from the southeast to the south.",76.55290699005127,70.70276641845703
"Tomorrow, northeast of the Elbe, there will sometimes be only minus one degree and seven degrees.",79.20981693267822,64.51837921142578
"The temperatures remain cold with us until Friday, where the air goes back.",75.43063831329346,71.20718383789062
"In the north, the wind will be weak from different directions; otherwise, it will blow moderately.",71.88394165039062,67.54358196258545
"In the altitudes of southern Germany, fresh wind.",72.69841957092285,75.13628578186035
Little will change even at the beginning of the coming week.,64.75376510620117,60.20296001434326
"And now the weather forecast for Monday, the eighteenth of April tomorrow.",85.68451118469238,80.34851455688477
A lot of sun otherwise with a few loose clouds in the northwest and an individual shower falling in the afternoon.,70.50994491577148,69.89413642883301
"Tonight, there are also showers on the coasts in the south, but they gradually let go there.",81.86135292053223,80.24207019805908
"In the northern half of the day, snow or freezing rain in the north half.",51.13891410827637,52.53783130645752
The strong thaw continued to be accompanied by further rainfall at the weekend.,68.45816898345947,58.22547149658203
"And now the weather forecast for Saturday, October thirty-first, tomorrow.",80.33759307861328,79.91364479064941
"In the eastern half, the sun often appears away from the areas of fog.",79.92415237426758,81.93478584289551
"During the day, there are increased clouds towards the west, but it remains largely dry.",73.54432678222656,72.13727188110352
"At the beginning of the night in the south, there are still clouds that drop a few drops here and there; otherwise, it is usually clear or only partly cloudy.",72.81782817840576,57.327693939208984
"In Bavaria and in the northwest, fog forms especially.",71.08148002624512,72.19615173339844
"Tomorrow, the sun will be spreading after its dissolution.",59.14662742614746,54.174293994903564
The high-pressure zone otherwise ensures that friendly weather ranges from the Atlantic to Scandinavia.,77.85825729370117,76.16473388671875
Seven degrees on the Baltic Sea and fifteen degrees on the Rhine on the day.,78.21665000915527,78.14919853210449
"On Saturday, there is a lot of sunshine, especially on the coasts and Alps, but it is also cloudy.",80.07886219024658,77.89023399353027
"In the very south, showers are possible individually.",78.06254768371582,79.73755264282227
"As soon as the fog clears during the day, the sun shines.",60.74552917480469,59.21210289001465
"Occasionally, there can be individual showers on the southern coasts through the clouds.",63.6806697845459,56.82276916503906
"The wind blows weak to moderately from west to southwest in the north; otherwise, the wind is weak from different directions.",77.94465446472168,70.49037837982178
Some of them including snow,68.61959457397461,67.14474105834961
"In the north, it will still be dry in contrast.",63.80314254760742,60.212265968322754
"In the morning, we have snow and snow.",69.28556442260742,60.39680290222168
Something calms down on Saturday.,69.2110767364502,68.12914276123047
"In the course of Sunday, it will be a little colder from the east.",84.69936847686768,80.81525421142578
"Wishing you a pleasant evening, and may you do well.",55.60263109207153,51.0086407661438
It is also sometimes clear.,82.52988624572754,74.74295234680176
"Later, violent thunderstorms discharged here and there in the south.",75.74316883087158,63.216980934143066
"Tonight, warm temperatures will range from thirteen to eighteen degrees.",71.20934009552002,75.50167465209961
"Individual heat waves, especially in the southern mountain country,",62.6351318359375,71.64445686340332
That means light to moderate snowfall and further permanent frost.,70.21541213989258,68.42412948608398
The weather is slowly calming down at the weekend.,76.74002075195312,73.47671508789062
"In the north, it is easy to see bright spots on Saturday.",71.84136390686035,62.02368927001953
"Especially tonight, snow showers will occur in places from Baden Württemberg to Saxony.",78.9147834777832,69.80645751953125
Exercise caution because of the road by the roadside.,64.43343734741211,55.21280574798584
"It will be pretty icy tonight, especially in the low mountain ranges.",71.07404327392578,68.15336894989014
"Probably, it will only start to snow in the southwest in the course of the night or in the morning.",51.7186336517334,49.975162506103516
"However, on Friday, the thunderstorm is slowly going down in the east.",67.04646110534668,67.16516876220703
Cool autumn weather that is now just part of it from Saturday and Sunday.,75.56229019165039,70.61054134368896
Have a nice evening and goodbye.,66.42316246032715,71.47148895263672
"Tomorrow, the weather will definitely be high above the North Sea in the whole country.",61.403000831604,57.159111976623535
"Even on the weekend, it offers plenty of sunshine with rising temperatures.",87.10096549987793,83.54986953735352
Sixteen degrees on the Baltic Sea and up to twenty-seven degrees on the Upper Rhine on the day.,85.22392654418945,83.36626052856445
"Usually, the wind blows weakly from different directions.",68.49536609649658,60.71325874328613
He also lives a little up on the lake and comes from the west.,62.640525817871094,56.81103324890137
"Tomorrow, another deep that is over Spain will ensure it will snow hard on Friday.",78.93064498901367,79.06871891021729
"It can snow a little at night, especially towards the coast and in the southwest.",73.47628784179688,63.15220642089844
I hope you have a pleasant evening and enjoy it thoroughly.,72.01296997070312,58.16974925994873
"Tonight, twelve degrees in Cologne, one degree in Brandenburg Bay.",77.84434509277344,72.15802001953125
"On the day, eleven degrees in the Vogtland and twenty-first degrees on the Upper Rhine.",80.73023223876953,78.07062530517578
"During the night, it especially rains from Schleswig-Holstein to the Oder and in the south.",55.0773720741272,54.43098545074463
Four degrees in the Sauerland and twelve degrees in Breisgau on the day,88.75185775756836,86.41100311279297
Nineteen degrees on the North Sea and twenty-six degrees in parts of Thuringia and Saxony on the day.,58.87240219116211,61.19375038146973
"And now the weather forecast for Wednesday, January twenty-seventh, tomorrow.",86.2234354019165,82.76301574707031
Tomorrow we can expect quite quiet winter weather in many places.,77.35335922241211,78.51450729370117
"When it has disappeared, the sun will appear in the south tomorrow, while the clouds continue to spread towards the Danube, creating bigger gaps.",69.28795433044434,70.3757095336914
"In the southeastern half of Germany, it will remain quite friendly under the influence of light high pressure tomorrow.",74.70858573913574,75.08788013458252
"Thanks to the influence of high pressure, the northeast of Germany is usually on the sunny side.",68.99001026153564,70.40508270263672
"Especially at night in the northwestern half of the northwest, showers and potentially violent thunderstorms must be expected.",82.91038227081299,83.18114280700684
"Dear spectators, good evening.",82.30365943908691,80.97262763977051
Up to five centimeters of snow can still fall in the next few hours.,85.20313167572021,79.1547622680664
"On Tuesday, in the east and south, individual showers with medium layers of snow, otherwise partly cloudy with fog or sun.",74.03559303283691,70.74814796447754
"Rain moves up from the North Sea on Wednesday, which spreads on Thursday.",69.49299240112305,67.32650756835938
"a mixture of fog, clouds, and sun towards the southeast",66.46651458740234,60.53778076171875
"In the northeast and west of the Rhine, it usually stays dry.",82.51216888427734,76.39815711975098
"Partly cloudy or foggy, it is partly friendly with sunshine.",74.9914026260376,77.07251167297363
It will be a lot friendlier.,71.96220111846924,75.7184886932373
"Tonight, we have a little bit of struggle with rain on the coasts, but we're not quite there.",45.56747817993164,51.04736328125
"In the southern half, the wind blows weakly to moderately towards coasts and gusty fresh and strongly.",67.83371543884277,67.14490795135498
"Calm, dry weather, especially in the north, is quite friendly on Friday, similar to Saturday's weather, except in the north where there is a little snow or freezing drizzle.",74.7592945098877,80.46572685241699
"Good evening, dear viewers.",79.95360565185547,77.6732063293457
"Since yesterday, a tough weather change even with tornados.",56.969635009765625,61.34556293487549
The next significant rain for us is likely not expected until Thursday.,71.8565845489502,67.7023572921753
"Tonight, stormy gusts on the local Baltic Sea.",83.42443943023682,68.58429336547852
"Tomorrow, a fresh wind from southwest to west with weak to moderate strength on the lake.",74.14511489868164,69.28268718719482
I wish a nice evening to you.,69.34103965759277,60.67060089111328
"Later, a lot of sunshine and a few spring clouds form here and there again.",77.64715766906738,77.87861824035645
"It remains windy in the north on Wednesday and Thursday, and there is rain in some areas there.",65.64363861083984,65.40061569213867
"Every day, it gets friendlier from the south.",65.5974760055542,56.383259773254395
"Dear spectators, good evening",69.47779846191406,70.23406410217285
"A cold, frosty night lies ahead of us.",60.84956359863281,58.818742752075195
"And now the weather forecast for Tuesday, May twenty-fifth, tomorrow.",85.12443161010742,81.88852310180664
"And now the weather forecast for Thursday, August twenty-seventh, tomorrow.",85.01072406768799,80.94552421569824
It gets much cooler and very windy in the north on Saturday.,74.60224151611328,74.75554275512695
Temperatures and sunshine duration will rise again as of Sunday.,82.58082866668701,78.64052486419678
"This results in thunderstorms and violent showers, some of which can be stormy.",71.02083778381348,67.82381534576416
Heavy rain and hail must be expected at the beginning of the night in the south and east.,73.20266342163086,63.88215637207031
"This evening it is dry in the southeast, but in the northern half it rains heavily.",74.37240314483643,73.0733413696289
There is snow here and there in the very north.,64.03108501434326,61.141305923461914
"Usually at night, it is clear or only slightly cloudy, especially in the river lowlands in the middle and south, and a few fog fields appear in Wabern again.",72.76627826690674,72.06763076782227
"And now the weather forecast for Friday, the twenty-eighth of August, tomorrow.",85.44941902160645,82.54781723022461
A deep moves from Scotland to Norway.,86.90822410583496,77.14155197143555
"Tomorrow, his cold front will also reach Germany, including clouds.",39.08640193939209,34.210509300231934
The high above Scandinavia moved slightly to the east.,58.89390468597412,58.51310157775879
"Dense clouds are on the way in a strip from Emsland to Lausitz; otherwise, it is partly cloudy but clear.",71.24169731140137,65.50712013244629
It becomes increasingly cloudy during the night.,73.23895263671875,70.41364097595215
The deep Mediterranean strong influence extends to the north and ensures a cloudy sky in almost all of Germany tomorrow.,67.07538032531738,66.42272853851318
"Otherwise, it will stay dry in the north tomorrow; elsewhere, there will be a common rain.",81.72438716888428,76.84599113464355
"In parts of Bavaria and Saxony, there are also cloud gaps in addition to showers and thunderstorms.",84.52541255950928,85.02682590484619
"Rain in the day, especially in the north.",61.24241638183594,57.46148872375488
"On the weekend, it becomes slightly warmer with thunderstorms, showers, and occasional sunshine in variable weather.",70.4438419342041,66.85482120513916
"Tomorrow, these rain clouds will spread towards the west across the middle, but primarily to Baden-Württemberg and Bavaria.",86.10062217712402,84.15754699707031
"And now the weather forecast for Saturday, April second, tomorrow.",78.7240047454834,75.47646713256836
There are still many clouds northeast of the Elbe tonight that initially bring a few drops.,77.22405052185059,72.30108070373535
Much cooler and changeable everywhere.,64.44892501831055,60.44341278076172
It will slowly become warmer and friendlier from Tuesday.,63.17545127868652,66.12293529510498
This extends to Germany's southern region.,54.270681381225586,59.04703903198242
"Tomorrow will ensure a friendly, quiet weather.",42.23690462112427,31.283396244049072
"On Saturday, more clouds than sun are expected in the southeastern half of the southeast, with partly heavy rain towards the northwest and only individual showers.",77.60620880126953,75.72524452209473
"The wind blows moderately to fresh with strong to stormy gusts in the mountains, sometimes with heavy gusts of wind in the southeast where the wind is only weak.",79.5807933807373,77.43697929382324
"On Monday, it rains, especially in the north and east, and it is most likely to be a little sunny in the south, especially in the east.",66.24619579315186,65.73827362060547
"And now the weather forecast for Saturday, December the twelfth, tomorrow.",75.69257354736328,72.49686622619629
"Tonight, heavy rain sometimes pulls eastward.",52.66067123413086,50.15281677246094
"In the north and middle, it loosens up partly on the North Sea behind it, with short thunderstorms.",74.42209053039551,67.65184211730957
"At night in the north, the wind already lives on storm gusts, with individual stormy gusts on the mountains.",76.6404857635498,73.64890193939209
"Above the Baltic Sea, a deep still brings snow to the north of Germany.",59.4287633895874,60.7491340637207
"The sun usually appears on the weekend, and it becomes even warmer.",77.47997093200684,77.98144435882568
"There are more clouds on Monday, but it remains warm and friendly for a long time.",72.61809730529785,72.24449729919434
A light south wind blows only.,76.87286758422852,69.8771800994873
"And now the weather forecast for Friday, November twentieth, tomorrow.",77.62232398986816,74.36426544189453
"In the south, the wind usually blows only weakly to the north, while temporarily strong to stormy gusts of moderate fresh wind occur on the coasts.",77.25650119781494,76.6050443649292
"In contrast, it remains deeply to be blamed towards the southeast of this over Hungary.",73.34948921203613,72.3089246749878
The weather in Germany is determined by partially cold moist air.,78.9024133682251,76.04318237304688
"Gaining strength again, this gives us a lot of sunshine and most summer temperatures at the weekend.",71.62847518920898,72.71672439575195
"During the night, showers and thunderstorms in the southeastern half become less and less common, but this also applies to the evening.",65.64445304870605,48.99668884277344
"It is usually only cloudy, or fog forms clearly in places otherwise.",69.17229747772217,68.55422592163086
"Tomorrow the sun shines here, and sometimes a few thicker clouds appear.",74.24049091339111,74.7811107635498
"Especially in the south, from the Bavarian Forest to the Alps, there are individual showers and thunderstorms in the afternoon.",82.49000549316406,81.60475158691406
Severe weather warnings of the German Weather Service apply correspondingly.,77.26634788513184,69.6442174911499
"On Monday night, they move over us.",74.40295791625977,78.03287410736084
The coming night is usually clear.,53.2591495513916,48.84000301361084
"Especially towards the east on Tuesday, longer friendly sections are next to it, but also showers and thunderstorms.",82.37914848327637,81.87960433959961
The clouds in the north and northeast during the night will be the first drops on the Baltic Sea of poets.,67.51776695251465,62.18402671813965
Clouds usually only loose otherwise.,78.4119815826416,70.5037899017334
The low ensures clouds but only a little rain falls.,69.84398174285889,67.87205410003662
The temperatures will range from nine degrees on the Baltic Sea to seventeen degrees in the Breisgau tomorrow.,78.07113933563232,78.66229438781738
The week is also new and growing quite cool.,77.11695861816406,76.78755187988281
"During the day, the sun in the south seems widespread, and later in the west, some areas form sweating clouds.",75.77575302124023,74.51726627349854
There is possible frost in unfavorable trough locations and there.,62.84664535522461,61.35022258758545
"In the north, the wind blows fresh to strongly with individual gusts, while in the south of the Baltic Sea, moderate winds occur, and hurricane gusts are possible on the mountains.",80.49064064025879,66.21385860443115
"They do not see, however, the rain clouds that reach Central Europe.",61.73309516906738,60.875325202941895
"Most, of course, are happy about it because even tomorrow there will be no shower; instead, a lot of sunshine.",62.753058433532715,64.17572116851807
"Tomorrow, temperatures will range between minus six and plus five degrees.",67.03733539581299,60.94041347503662
And now the weather forecast for Thursday tomorrow.,73.11367607116699,71.7410945892334
A dry mix of sun and clouds is next to partly tough fog fields in the east and southeast.,83.22807312011719,66.9656982421875
"At the beginning of the night, thorough individual showers are possible in the east and southeast.",59.02949523925781,46.41421318054199
Gusts still stormy on the lake at night.,62.53639793395996,55.37250900268555
"Due to the large differences in air pressure near the low center, the coastal environment will be stormy tomorrow.",63.99023628234863,65.46030330657959
The high moving towards Eastern Europe will definitely be shifting our weather in the coming days.,71.19480037689209,69.41595458984375
"Sometimes it is foggy in the lowlands, while a few kilometers next to it on the mountains, it is consistently sunny.",80.86096954345703,77.6175308227539
"And now the weather forecast for Friday, October tomorrow.",81.50189208984375,77.70449542999268
"Dense clouds are occasionally evident in the north tonight, and some rain falls especially.",71.21034812927246,68.63346672058105
"In the southern half especially, fog or high fog can again hold itself tough tomorrow.",83.62837600708008,82.74599933624268
"This night, four degrees in the Allgäu and thirteen degrees on the North Sea.",82.57828521728516,76.81698513031006
"In the next few days, the high-pressure weather, calm, dry, and sometimes quite friendly, will accompany us.",82.95302677154541,66.77264308929443
"On Friday, it also snowed heavily in the west and south in various locations.",87.1507797241211,77.03153610229492
"Dear spectators, good evening.",79.22326850891113,78.70588684082031
"Tomorrow, it will be a fairly trip over day in Germany.",66.46888446807861,60.852821350097656
The wind blows weak to moderate from south to west.,74.86782836914062,74.35538005828857
Stormy gusts can also be there.,77.4240951538086,77.73726654052734
"Tomorrow in the eastern half, temperatures will range from ten to thirteen degrees, while in the west, they could rise up to seventeen degrees.",75.63972854614258,71.19690322875977
It is inconsistent again on Saturday.,73.42630004882812,72.6298999786377
"In the northeast and parts of Bavaria, it is still the friendliest.",82.86305809020996,70.67301940917969
There are also thunderstorms from time to time on Sunday.,82.566162109375,78.56024265289307
Sometimes it is raining longer in the southeast.,81.41832542419434,69.397629737854
"In the upcoming days, air pressure changes ensure falling temperatures and variable weather.",71.46606826782227,58.99554920196533
"Tomorrow, south of the Main, spread friendly.",71.78757762908936,66.0491886138916
"Many clouds, otherwise, bring only rain showers and occasional thunderstorms in the middle of the day in some places.",50.07747459411621,54.415791511535645
"The fresh west wind is weak in the north, more moderate on the coast, and temporarily strongly gusty.",55.02421998977661,57.38066577911377
"On the Lower Rhine, there are two to nine degrees, otherwise ten to eleven.",86.8750057220459,79.52418327331543
"After the fog resolves in the south on Sunday, it's often sunny, but there are many clouds and some rain in places otherwise.",76.99007987976074,75.32559585571289
An air mass boundary across Germany is where the cooler sea air separates from the hot air of the southeast.,81.29621315002441,78.02762031555176
A high-pressure area that gives us common sunny and dry weather is expected tomorrow.,81.30282211303711,79.66018104553223
